annotation_id,event,tweet_id,tweet_text,original_human_label,gpt4o_label,gpt4o_confidence,sampling_group,confidence_band
AUDIT0239,cyclone_idai_2019,1109813273141104640,"Im crying blood for my missing children. Even though #CycloneIdai hit Mozambique over a week ago, aid agencies are warning that the disaster is getting worse. @shingainyoka was in Chimanimani in Eastern Zimbabwe, one of the worst affected areas.",missing_or_found_people,missing_or_found_people,0.9,agree,high
AUDIT0240,kerala_floods_2018,1036583961110163456,"#Capacity of our #rivers to carry the #flood waters is decreased by encroachment of #riverbeds, making bridges with inadequate flow, making roads along the rivers, etc. which arises heavy floods in #Kerala.",other_relevant_information,infrastructure_and_utility_damage,0.9,disagree,high
AUDIT0241,hurricane_harvey_2017,903681446212194306,"RT KVUE #foxaustin RT NWSHouston: In the wake of #Harvey, here is some insight into when flood waters will recede",other_relevant_information,other_relevant_information,0.85,agree,medium
AUDIT0242,kerala_floods_2018,1032200157494796288,Insane thankless comrads.. no surprises.. he is like that trash strewn on bridge in kerala after water receded.. call army and just air drop this man in the same floods in idukki. Are forces risking their lives to listen such statements? Thankless to the core..#keralafloods,not_humanitarian,sympathy_and_support,0.6,disagree,low
AUDIT0243,canada_wildfires_2016,728992081516089345,"Information on wildfire smoke and horses, especially for the western provinces that are affected by the smoke",caution_and_advice,caution_and_advice,0.85,agree,medium
AUDIT0244,hurricane_dorian_2019,1168227245338611712,"can y’all really believe that almost a year after Hurricane Florence destroyed my town, Hurricane Dorian is about to do the same damn thing",not_humanitarian,infrastructure_and_utility_damage,0.85,disagree,medium
AUDIT0245,hurricane_harvey_2017,901721776891215872,"RT @opalessense: A #WarningὪ8Ὢ8Ὢ8Ὢ8Ὢ8 NOW, WHERE WAS EVACUATION NOTICE PRYOR TO ARRIVAL OF #HurricaneHarveyἙ8️Ἑ8️Ἑ8️Ἑ8️Ἑ8️",displaced_people_and_evacuations,caution_and_advice,0.85,disagree,medium
AUDIT0246,california_wildfires_2018,1061704527655591936,Wtf hes actually blaming us for the fires. RIDICULOUS SEND HELP SEND HELP SEND HELP.,requests_or_urgent_needs,requests_or_urgent_needs,0.85,agree,medium
AUDIT0247,california_wildfires_2018,1064204520677355520,"@DohertyShannen With all due respect, do not donate to Red Cross. Your donations will be eaten up by admin and bs. Donate directly to the LOCAL charities the victims are coming from. Best example is:  will go to help the Camp Fire victims directly.",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,0.85,agree,medium
AUDIT0248,hurricane_dorian_2019,1167792585781514240,Hopefully #HurricaneDorian is heading for that sweet spot of giving us all a day off work without causing any major damage,infrastructure_and_utility_damage,not_humanitarian,0.95,disagree,high
AUDIT0249,canada_wildfires_2016,730024111813083136,"Five years ago, on a Tuesday morning much like this, I headed north to Slave Lake, after a wildfire destroyed a third of that community.",infrastructure_and_utility_damage,not_humanitarian,0.95,disagree,high
AUDIT0250,california_wildfires_2018,1064171323591667712,You can thank Brown for all the deaths in California fires!,injured_or_dead_people,sympathy_and_support,0.6,disagree,low
AUDIT0251,kaikoura_earthquake_2016,797921823077732352,"RT @ProSyndicate: Holy crap, hope everyone in New Zealand stays safe Ὁ9 Tsunami warning ☹️",sympathy_and_support,caution_and_advice,0.9,disagree,high
AUDIT0252,kaikoura_earthquake_2016,797820054297423872,Good on @BizDojo in Wellington taking in #eqnz refugees. @asianewzealand #ybli,displaced_people_and_evacuations,displaced_people_and_evacuations,0.9,agree,high
AUDIT0253,california_wildfires_2018,1064430821828775938,"@JerryBrownGov and @GavinNewsom continue to blame climate for fire. Don’t clear the forest, kiss a*s of environmental morons and leave tinder to blow up in faces of innocent. Lives lost, college students semesters wrecked, air quality is worst in world, people hiding in homes",not_humanitarian,infrastructure_and_utility_damage,0.8,disagree,medium
AUDIT0254,hurricane_harvey_2017,902918524800262144,I know #Harvey is closer to home but an even bigger disaster is unfolding in S. East Asia. Death toll 1200 &amp; counting. Lets send help.,injured_or_dead_people,rescue_volunteering_or_donation_effort,0.85,disagree,medium
AUDIT0255,hurricane_maria_2017,914553152313028615,Failings of the #Antichrist were plainly seen amid Hurricane Katrina destruction; its soul is seen in Puerto Rico Hurricane Maria fiasco.,infrastructure_and_utility_damage,not_humanitarian,0.9,disagree,high
AUDIT0256,hurricane_florence_2018,1039887120519884800,"Already, grocery stores are facing a shortage of bottled water as residents prepare for #HurricaneFlorence arrival. More info on the storms potential impact on drinking water:",caution_and_advice,other_relevant_information,0.85,disagree,medium
AUDIT0257,hurricane_irma_2017,906121119639322625,#LBC Libtard Sir Richard Bransons Necker Island Home Destroyed by Hurricane IRMA.So there really is a Silver,infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.85,agree,medium
AUDIT0258,kaikoura_earthquake_2016,797910166473580544,Tankers will be refilling the reservoirs but this will only keep up with drinking supply. U will need to continue conserving water 2/2 #eqnz,requests_or_urgent_needs,caution_and_advice,0.95,disagree,high
AUDIT0259,hurricane_irma_2017,906665487983095808,#Irma: We are providing safe refuge &amp; mobilizing supplies. How to get &amp; give help:  (Esp: ),displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,0.9,disagree,high
AUDIT0260,hurricane_florence_2018,1039484420590321664,#hurricaneFlorence Awesome Idea!! Worked perfectly! Put waters and drinks in washer and fill with ice. Drinks stayed cold for days! And water just ran out:) Ὢ8SHARE and help others:)Ὢ8,caution_and_advice,caution_and_advice,0.85,agree,medium
AUDIT0261,cyclone_idai_2019,1106974965503533058,@NzouJnr @ZBCNewsonline @nelsonchamisa @BBCWorld @DubaiPoliceHQ @advocatemahere @ProfJNMoyo @PacheduZW @TalithaGudo @Wamagaisa @BitiTendai @LynneWenyaM @EdmundKudzayi @KristenMuwani @DrVChimhutu @BelieveCitizen While self styled president @nelsonchamisa is mum&amp;quiet about the disaster @edmnangagwa is luring investors to develop the country.If Chamisa really cares why cant he call @realDonaldTrump as he said&amp;help the victims hypocrisy dzega dzega. #CycloneIdai #Pray4Chimanimani,not_humanitarian,sympathy_and_support,0.7,disagree,medium
AUDIT0262,canada_wildfires_2016,728766592490844162,"In case it crossed your mind, affected or not. |",not_humanitarian,not_humanitarian,0.95,agree,high
AUDIT0263,hurricane_irma_2017,908203364990799872,What happened to those that were rescued in TX Nursing Homes? Why so many dead from post hurricane FL Nursing Homes?,injured_or_dead_people,injured_or_dead_people,0.8,agree,medium
AUDIT0264,hurricane_maria_2017,911739196045479936,"RT @alalejandro: Hey @Airbnb, would b nice if listed US homes can receive refugees/evacuees from #HurricaneMaria #PuertoRico needing temp h",displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,0.9,disagree,high
AUDIT0265,canada_wildfires_2016,728746186941718528,Last Logos supplies wildfire prevention materials because of this Nearly all the fires have been human-caused,rescue_volunteering_or_donation_effort,other_relevant_information,0.85,disagree,medium
AUDIT0266,hurricane_harvey_2017,903051700377968640,Hurricane Harvey: Not All Affected Have Flood Insurance | NBC Nightly News  via @YouTube,not_humanitarian,other_relevant_information,0.8,disagree,medium
AUDIT0267,hurricane_irma_2017,905565184210632704,#EarthquakePH #EarthquakeIlocosSur Earthquake Information No. 1 Date and Time: 07 Sept 2017 - 06:36 AM Magnitude=,other_relevant_information,other_relevant_information,0.85,agree,medium
AUDIT0268,hurricane_dorian_2019,1168350808188084225,Georgia Governor Brian Kemp has issued a mandatory evacuation for multiple Georgia counties ahead of Hurricane Dorian.,displaced_people_and_evacuations,displaced_people_and_evacuations,0.95,agree,high
AUDIT0269,kerala_floods_2018,1031856282251100160,Dont spread rumours and falsehoods. Look at the service provided by the Indian Army and financial assistance given by the centre.,caution_and_advice,not_humanitarian,0.85,disagree,medium
AUDIT0270,hurricane_florence_2018,1041216251639554048,Florence Pours On The Rain In The Carolinas; Death Toll Rises To 7,injured_or_dead_people,injured_or_dead_people,0.95,agree,high
AUDIT0271,hurricane_dorian_2019,1168233655367622657,Praying for all who are in the path of this monstrous hurricane. #Dorian Devastating damageὉ4ὢ2,sympathy_and_support,sympathy_and_support,0.95,agree,high
AUDIT0272,kaikoura_earthquake_2016,798654728141869057,@japan can we plz borrow you for a couple of days to help us with some stuff in Kaikoura #eqnz,rescue_volunteering_or_donation_effort,not_humanitarian,0.85,disagree,medium
AUDIT0273,hurricane_maria_2017,910755804298407936,Maria: Puerto Rico residents prepare for long recovery after hurricane that has destroyed  #Maria #HuracanMaria,infrastructure_and_utility_damage,other_relevant_information,0.85,disagree,medium
AUDIT0274,hurricane_irma_2017,907749081702952962,@rushtruckcenter shame on u 4 making ur employees work in Fl after hurricane Irma hit !! some hav no power &amp; damage 2 their homes,infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.8,agree,medium
AUDIT0275,cyclone_idai_2019,1112965502056501248,"#CycloneIdai has damaged water systems in Mozambique, Malawi and Zimbabwe, raising the risk of cholera and other illness. We are working with @humcoalition partners to save lives. Until April 14, Canadas government will match your donations. Donate at",infrastructure_and_utility_damage,rescue_volunteering_or_donation_effort,0.9,disagree,high
AUDIT0276,hurricane_harvey_2017,902699322944442372,So much destruction from Hurricane Harvey. Im just glad the death toll was small. Its still sad people died &amp; my ❤ goes out 2 their fam.,injured_or_dead_people,sympathy_and_support,0.95,disagree,high
AUDIT0277,hurricane_harvey_2017,901890793270587392,Photos: Hurricane Harveys destruction -  #HurricaneHarvey #Harvey,infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.9,agree,high
AUDIT0278,hurricane_irma_2017,908820343334240256,"Hurricane Irma Fundraiser: Sunday, Sept. 17 from 11-8:30 p.m.. Stop in for a meal at Tomato Cafe located ast 5920",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,0.85,agree,medium
AUDIT0279,california_wildfires_2018,1061314127237443585,@justanoilguy @RealJamesWoods @RadnPlaid The shelters (some of them are on my twitter feed) will be needing these things. A should to cry on for some people will also be needed. List of actual items here:,requests_or_urgent_needs,requests_or_urgent_needs,0.85,agree,medium
AUDIT0280,california_wildfires_2018,1061864009283129346,Please donate! ὤFἿCὉ9,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.95,disagree,high
AUDIT0281,kaikoura_earthquake_2016,798435328914694144,100% agree @NZDefenceForce has been fantastic this week - helping all New Zealanders see/understand/comprehend the damage:,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,0.85,disagree,medium
AUDIT0282,hurricane_dorian_2019,1167524344647639040,"Florida Republicans, dont worry about Dorian. Trump and his wall will protect your homes and lives from the hurricane. Hes always go the nuclear option. Lmao",not_humanitarian,not_humanitarian,0.95,agree,high
AUDIT0283,hurricane_maria_2017,911910285249859584,"#PuertoRico. Major disaster is slowly unfolding on U.S. territory. Deaths from disease, hunger &amp; exposure face PR.",injured_or_dead_people,injured_or_dead_people,0.85,agree,medium
AUDIT0284,kerala_floods_2018,1030750337802616832,Arm chair idiot.. cut off from reality ..330 ppl have died and this bigot is seeing religion of those dead bodies .. like the flood asked well should I devour Muslims or Hindus”,injured_or_dead_people,injured_or_dead_people,0.9,agree,high
AUDIT0285,hurricane_dorian_2019,1167505882999074816,"Pursuant to Executive Order 19-189 and 19-190 Section 4.E.6., @FDACS has directed that the size and weight restrictions be waived for the following agricultural commodities: all citrus crops; sugarcane; timber; avocados; peanuts; and livestock. #Dorian",displaced_people_and_evacuations,not_humanitarian,0.95,disagree,high
AUDIT0286,hurricane_florence_2018,1039507004677611520,Hurricane Florence is gunning down where we live. Where would be a good place to evacuate my family need help for 2 nights @HelpforHeroes @fema @RedCross @ABC @TheDCUniverse @MarvelStudios,requests_or_urgent_needs,requests_or_urgent_needs,0.95,agree,high
AUDIT0287,hurricane_irma_2017,905577639980740608,@jwar1138 @alecjacobs They dont even offer flood insurance in most of those areas. People are just tragically short sighted.,other_relevant_information,not_humanitarian,0.85,disagree,medium
AUDIT0288,cyclone_idai_2019,1109166152813551617,RT @ali_naka: Most of us won’t recover from the final death toll from #CycloneIdai. Multiply the current figures by ten ὡE,injured_or_dead_people,sympathy_and_support,0.85,disagree,medium
AUDIT0289,hurricane_maria_2017,914002552076865536,RT @GaryRayBetz: #PuertoRico continues to suffer in Hurricane Maria aftermath as Trump celebrates incredible death toll results,injured_or_dead_people,injured_or_dead_people,0.85,agree,medium
AUDIT0290,cyclone_idai_2019,1109539570087952385,"Zimbabwe Online News Cyclone Idai: UNICEF warns of ‘race against time’ to protect children, prevent spread of disease in flood-ravaged Mozambique",caution_and_advice,caution_and_advice,0.8,agree,medium
AUDIT0291,hurricane_harvey_2017,902854131920056320,"🙏🏽 Special Intention: For all victims and survivors of Hurricane #Harvey, and for the safety of their rescuers and caretakers! #GBU",rescue_volunteering_or_donation_effort,sympathy_and_support,0.95,disagree,high
AUDIT0292,kaikoura_earthquake_2016,797991972157825025,Anyone know if the helicopters around Grafton for the last six hours are police helicopters or medical? Are patients being evacuated? #eqnz,displaced_people_and_evacuations,displaced_people_and_evacuations,0.8,agree,medium
AUDIT0293,canada_wildfires_2016,732584861593133057,RT @thepeav: Firefighting crews are still trying to put out fires in the northern part of the city. #ftmcmurrayfire @AIRWorldwide,other_relevant_information,other_relevant_information,0.85,agree,medium
AUDIT0294,hurricane_florence_2018,1041964751293571073,"#Florence will be a long recovery process. Even as search and rescue teams respond to ongoing flooding, other teams are also supporting state and local partners in areas like medical, communications, and sheltering. See the latest snapshot at .",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,0.85,agree,medium
AUDIT0295,cyclone_idai_2019,1110225487207366656,"Just over a week ago, catastrophic Cyclone Idai swept through Mozambique, Malawi and Zimbabwe. This week, flooding remains severe but rescue operations are continuing and aid is getting through. People need help now:",requests_or_urgent_needs,requests_or_urgent_needs,0.85,agree,medium
AUDIT0296,kaikoura_earthquake_2016,797978939960348672,@sethop can you assist with this? Are your folks okay?,sympathy_and_support,not_humanitarian,0.85,disagree,medium
AUDIT0297,hurricane_maria_2017,910626486327144448,RT @Daily_Press: Entire island of Puerto Rico without power after Hurricane Maria; at least 9 dead,injured_or_dead_people,infrastructure_and_utility_damage,0.95,disagree,high
AUDIT0298,kerala_floods_2018,1032483160083193856,Sad to know the Worrisome flood situation in Kerala. My prayers to everyone out there. Stay Strong &amp; stay safe pplὤF #KeralaFloods,sympathy_and_support,sympathy_and_support,0.95,agree,high
AUDIT0299,california_wildfires_2018,1063321775952588800,὞3 Northern California’s Wildfire Death Toll Climbs to 63 With Hundreds Still Missing #Today #News #Sports #Entertainment #Politics,missing_or_found_people,injured_or_dead_people,0.9,disagree,high
AUDIT0300,hurricane_maria_2017,914353229239947264,.@POTUS @TheFive @TuckerCarlson @CNN @cnnbrk .@ABC @ABCPolitics .@nbc .@NBCNews Get #PR governor out of there! Mayors can’t distribute food!,not_humanitarian,requests_or_urgent_needs,0.8,disagree,medium
AUDIT0301,hurricane_dorian_2019,1168146501807136768,"The impact of a Cat 5, per NHC: Catastrophic damage will occur: A high percentage of framed homes will be destroyed, with total roof failure and wall collapse.  Power outages will last for weeks to possibly months. Most of the area will be uninhabitable for weeks or months.",infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.95,agree,high
AUDIT0302,hurricane_irma_2017,908496913992908800,"#SlateSpeak tweet flood about to happen. Join in, lurk, mute, whatever. This is your fair warning.",caution_and_advice,not_humanitarian,0.95,disagree,high
AUDIT0303,kaikoura_earthquake_2016,797994571279929344,PM flying over the scene surveying the damage #eqnz,infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.85,agree,medium
AUDIT0304,hurricane_florence_2018,1042056801880104960,From Floyd to #Florence -- do 50 or 100-year flood designations mean much anymore in North Carolina? Epic floods are becoming much more common.,other_relevant_information,other_relevant_information,0.85,agree,medium
AUDIT0305,hurricane_florence_2018,1039897635027660800,"Hurricane Floyd in 99 smacked North Carolinas hog industry: 21,500 swine were killed and 50 waste lagoons overflowed. Hurricane Florence is poised to be far worse.",injured_or_dead_people,other_relevant_information,0.85,disagree,medium
AUDIT0306,hurricane_irma_2017,908558081197355008,Save lives with @wfp by giving hungry children nutritious food in wake of #HurricaneIrma  #ZeroHunger #aid #campaign,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,0.95,disagree,high
AUDIT0307,kerala_floods_2018,1030385016293847041,Urgent. #KeralaFloods #KeralaFloodRelief,requests_or_urgent_needs,requests_or_urgent_needs,0.85,agree,medium
AUDIT0308,hurricane_dorian_2019,1167518580080070663,"Ahead of Hurricane Dorian, Florida has launched a website monitoring the generator status of nursing homes and long-term care facilities.",caution_and_advice,caution_and_advice,0.85,agree,medium
AUDIT0309,cyclone_idai_2019,1110611953842618370,For the love of God and humanitylet us not politicize Aid,not_humanitarian,sympathy_and_support,0.7,disagree,medium
AUDIT0310,kaikoura_earthquake_2016,797796982358016000,@JonathanJoly @YouTube please send love to us your watchers in NZ - were going through hell. #eqnz #tsnuami #scaredshitless,sympathy_and_support,sympathy_and_support,0.85,agree,medium
AUDIT0311,hurricane_maria_2017,914866294800953344,State of Emergency declared in #Florida in support of #PuertoRico,caution_and_advice,other_relevant_information,0.85,disagree,medium
AUDIT0312,california_wildfires_2018,1062923032509988864,Another update on California’s wildfire - just sad,sympathy_and_support,sympathy_and_support,0.85,agree,medium
AUDIT0313,canada_wildfires_2016,729405081687232512,RT @_emilyfitzCBC: Fire crews are on scene at Buena Vista park for a small wildfire. They say its under control #cbc #yeg,rescue_volunteering_or_donation_effort,not_humanitarian,0.85,disagree,medium
AUDIT0314,hurricane_maria_2017,913255924298592256,"The Latest Maria, 9 days a hurricane, now a tropical storm. #TODAY",not_humanitarian,not_humanitarian,0.95,agree,high
AUDIT0315,hurricane_maria_2017,913980965822775297,@MotherJones Why did a @USNavy carrier or respons group not follow behind #HurricaneMaria in order to get there immediately after it passed in order to help #PuertoRico / We are very upset that our SO CALLED leaders failed U.S. citizens.,not_humanitarian,other_relevant_information,0.85,disagree,medium
AUDIT0316,hurricane_harvey_2017,902806137988374528,"We move beyond whether or not there should have been an evacuation or not, @GovAbbott says. #Harvey",displaced_people_and_evacuations,displaced_people_and_evacuations,0.85,agree,medium
AUDIT0317,california_wildfires_2018,1064117335433322496,"Woman survives California bar shooting, then her family home is destroyed by wildfire",infrastructure_and_utility_damage,injured_or_dead_people,0.7,disagree,medium
AUDIT0318,california_wildfires_2018,1061287998912950272,This is disgusting. People DIED.,not_humanitarian,injured_or_dead_people,0.9,disagree,high
AUDIT0319,california_wildfires_2018,1061291699828215808,"In a city of about 27,000 and 10,827 households, Paradise now lies in near complete destruction. Consider how differently tragedies like this would unfold if they had unconditional basic income? Lives would be less devastated. Recovery would be faster.",infrastructure_and_utility_damage,other_relevant_information,0.8,disagree,medium
AUDIT0320,hurricane_dorian_2019,1168204610386956289,Catastrophic conditions as Dorian hits northwest Bahamas,other_relevant_information,other_relevant_information,0.85,agree,medium
AUDIT0321,hurricane_irma_2017,907219342575546369,".@ctvedmonton today: separate latenight motorcycle crashes in #yeg kill 2, #HurricaneIrma floods Florida &amp; @BrettKissel wins big @ the CCMAs",injured_or_dead_people,injured_or_dead_people,0.8,agree,medium
AUDIT0322,hurricane_harvey_2017,903572142763241474,FOX NEWS ALERT: New mandatory evacuations in Texas | @pdoocy #Harvey,displaced_people_and_evacuations,displaced_people_and_evacuations,0.95,agree,high
AUDIT0323,hurricane_maria_2017,914268533932068864,RT @tia6sc: Our Military at work in Puerto Rico!! ᾟA἟8἟A἟8 God bless our Military ἟A἟8ᾟA἟8,rescue_volunteering_or_donation_effort,not_humanitarian,0.85,disagree,medium
AUDIT0324,hurricane_harvey_2017,902653198581862400,EXCLUSIVE: Bachelor Star Sean Lowe Shares Intense Hurricane Harvey Rescue: I Was Holding,rescue_volunteering_or_donation_effort,not_humanitarian,0.95,disagree,high
AUDIT0325,kaikoura_earthquake_2016,800827274379476993,RT @nzherald: Tsunami waves are arriving along the shorelines in Japan. No tsunami threat to New Zealand  .,other_relevant_information,other_relevant_information,0.85,agree,medium
AUDIT0326,kerala_floods_2018,1032817225537712128,Lost everything from house to utensils: Lakhs affected by Kerala floods  #KeralaFloods #KeralaFloodRelief,displaced_people_and_evacuations,displaced_people_and_evacuations,0.8,agree,medium
AUDIT0327,canada_wildfires_2016,728582668250718208,"RT @JohnOCAP:  #FortMckayFirstNation with population of 800 sheltered 5,000 following #FortMacFire",other_relevant_information,displaced_people_and_evacuations,0.95,disagree,high
AUDIT0328,hurricane_harvey_2017,902594025831718912,"For reference, hurricane Katrina unloaded about 7 trillion gallons of water in New Orleans/L.A. Harvey has dropped 20 Trillion in Houston/TX",other_relevant_information,other_relevant_information,0.85,agree,medium
AUDIT0329,california_wildfires_2018,1065228003708424192,"Heavy rain could trigger mudslides, flash floods in California as rescuers search for wildfire victims.",caution_and_advice,caution_and_advice,0.85,agree,medium
AUDIT0330,kerala_floods_2018,1034746788912218112,RT @Indian_Rivers: ET Prime story on Kerala floods (only for members):,not_humanitarian,not_humanitarian,0.9,agree,high
AUDIT0331,hurricane_florence_2018,1041599106039332864,"Left to die Tortured victims of #animalagriculture Farm owners left, no effort, no protections, just a commodity, an Insurance Claim. Pigs, chickens, cows, thousands. The waste &amp; chemicals tainting the water system of future generations #ActOnClimate #HurricaneFlorence #TW",other_relevant_information,infrastructure_and_utility_damage,0.8,disagree,medium
AUDIT0332,cyclone_idai_2019,1108682960180596736,"Aid workers widen search for Mozambique cyclone survivors, death",missing_or_found_people,rescue_volunteering_or_donation_effort,0.8,disagree,medium
AUDIT0333,hurricane_dorian_2019,1167818705335672833,@KimKardashian @kkwbeauty Please use your platform to help! Those of us in Hurricane Dorians path will need it! And those of us in SC have been hit very hard with 5 record breaking floods in last 6 years,requests_or_urgent_needs,requests_or_urgent_needs,0.85,agree,medium
AUDIT0334,california_wildfires_2018,1061295882019102721,"Send California Wildfire Relief now:  The Salvation Army is serving multiple evacuations centers providing food service, disaster case management, emotional and spiritual care. #WoolseyFire #HillFire",displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,0.95,disagree,high
AUDIT0335,cyclone_idai_2019,1111510527161843712,Another school in Beira completely destroyed by #CycloneIdai,infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.95,agree,high
AUDIT0336,kaikoura_earthquake_2016,797835156597784576,RT @nzherald: Casualties reported following the major earthquake that has struck New Zealand this morning  #EQNZ,injured_or_dead_people,injured_or_dead_people,0.95,agree,high
AUDIT0337,kaikoura_earthquake_2016,797815388037779456,Hey @WgtnCC is the tap water safe to drink in Wgtn? Looks OK. No damage from #eqnz (so far)in southern hills.,other_relevant_information,caution_and_advice,0.85,disagree,medium
AUDIT0338,hurricane_florence_2018,1039605852397817856,Will sea level rise make damage from Hurricane Florence worse?,infrastructure_and_utility_damage,other_relevant_information,0.85,disagree,medium
AUDIT0339,hurricane_florence_2018,1039899977114370048,Hurricane Florence: Evacuation Psychology -,displaced_people_and_evacuations,displaced_people_and_evacuations,0.85,agree,medium
AUDIT0340,hurricane_maria_2017,910610881020653568,RT @KCOYDave: #SantaMaria woman concerned about her native Puerto Rico and relatives there as #HurricaneMaria batters the island.,sympathy_and_support,sympathy_and_support,0.85,agree,medium
AUDIT0341,kerala_floods_2018,1039119347514404869,@snapdeal @Snapdeal_Help @SnapdealTech @1kunalbahl @EcomExpressIn Order id: 23291385013. Since Kerala is affected with flood gave my friends address; Recieved damaged item so replacement request initiated. Courier not contacted #badservice #snapdeal #ecomexpress,infrastructure_and_utility_damage,not_humanitarian,0.95,disagree,high
AUDIT0342,kerala_floods_2018,1032236453680635904,If India accepts the 700 crore UAE aid then atleast half of it must go towards Karnataka. Total rain damage in karnataka is estimated at 15000 crores. #KeralaFloodRelief,infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.8,agree,medium
AUDIT0343,california_wildfires_2018,1063628891149996033,California wildfires leaves more than a THOUSAND people missing as country’s deadliest inferno kills 71,missing_or_found_people,missing_or_found_people,0.9,agree,high
AUDIT0344,cyclone_idai_2019,1113052078644039680,"2019. Already fucked up. Cyclone Idai: +750 dead, 3M impacted, Mozambique, Malawi, Zimbabwe Arctic Heatwaves: &gt;20°C above normal Record rainfall/heatwaves, Australia Record heat, Chile, Paraguay, Argentina March: +20C for first time, NWT, Canada - normally below freezing⚠️",injured_or_dead_people,injured_or_dead_people,0.8,agree,medium
AUDIT0345,california_wildfires_2018,1062848770134695941,"Miley Cyrus has always been and will always be one of the most influential people in my life. Instead of feeling sorry for herself as a victim of the California wildfires, she and Liam are donating hundreds of thousands of dollars to help other victims rebuild their homes ❔️",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,0.95,agree,high
AUDIT0346,cyclone_idai_2019,1112723802905964544,"#NextMile #Cyclone #Idai left a trail of destruction in Mozambique, Zimbabwe and Malawi. The death toll keeps on increase by the day with still a high risks on floods and mud slides communities are left vulnerable and dev",injured_or_dead_people,injured_or_dead_people,0.8,agree,medium
AUDIT0347,hurricane_dorian_2019,1168286938614419456,"@pulte I wish I could make it, but I’ll be prepping for #HurricaneDorian that looks like is going to directly hit us here in N.C. ὢDὢDὢDὢD I wish you’ll go another one soon, and maybe come out to the states affected by the hurricane &amp; gather the Teammates to help all us affected. ὤFἿC",rescue_volunteering_or_donation_effort,caution_and_advice,0.8,disagree,medium
AUDIT0348,hurricane_florence_2018,1041634437103005696,"The death toll from #Florence is at least 17, as the Carolinas deal with the threat of flooding getting even worse.",injured_or_dead_people,injured_or_dead_people,0.95,agree,high
AUDIT0349,kerala_floods_2018,1032640672627548161,Kannur @Suriya_offl Na Fans Provided Food Items And Other Materials To Flood Relief Camp! #KannurSFC HatsOff Brothers! ❤ὄF #KeralaFloods #DoForKerala #KeralaFloodRelief,sympathy_and_support,rescue_volunteering_or_donation_effort,0.95,disagree,high
AUDIT0350,cyclone_idai_2019,1110987387423862785,Cyclone Idai took the lives of many and caused massive destruction in Mozambique and parts of eastern Zimbabwe. We are thankful our mission and communities in,injured_or_dead_people,injured_or_dead_people,0.8,agree,medium
