annotation_id,event,tweet_text,primary_label,secondary_label,confidence,ambiguous,reason
AUDITV2_0331,kerala_floods_2018,Requesting all of youll to spread the message. This requires national attention. Please help in whichever way you can. #PrayForKerala #KeralaFloodRelief #KeralaFloods,,,,,
AUDITV2_0332,hurricane_maria_2017,Do you know what the Jones Act is and why it is preventing Puerto Ricans from obtaining the aid they need? Sign the petition to help!,,,,,
AUDITV2_0333,kaikoura_earthquake_2016,"RT @NZStuff: Deaths, major damage after severe 7.5 quake hits Hanmer Springs #eqnz",,,,,
AUDITV2_0334,kerala_floods_2018,Why none of National channels not showing any news about heavy rains causing destruction in Kodagu (Karnataka)? Why only Kerala? #KeralaFloods #KeralaFloodRelief @ShefVaidya @BJP4India @SwetaSinghAT,,,,,
AUDITV2_0335,hurricane_irma_2017,Hurricane Irma evacuees return to the wreckage of home as death toll passes 60,,,,,
AUDITV2_0336,hurricane_florence_2018,#HurricaneFlorence SC UPDATE from @JailLawSpeak: Guards fleeing while prisoners will NOT be evacuated in South Carolina! Prisoners preparing for the storm by collecting drinkable water. Exact details from JLS in pic below.,,,,,
AUDITV2_0337,hurricane_irma_2017,Hurricane Update: How you can help or if you need help! -,,,,,
AUDITV2_0338,cyclone_idai_2019,RT @Peter52501942: Who can help at chimanimani high school am looking for Shalin Mugano please,,,,,
AUDITV2_0339,hurricane_maria_2017,@ClintSmithIII Can you want help for ἞9἟2 also media is ignoring the devastation that hurricane Maria caused worst than ἟5἟7 but no one cares,,,,,
AUDITV2_0340,hurricane_florence_2018,#DoYouKnow how to #PumpOut a #Flooded #Basement? For info view the video at  #Flooding #Floods #Cellar #Hurricane #FloodDamage #HomeRepair #Home #House #Repair #Renovation #Florence #Cleaning #HomeReno #JITDT #HomeRenovation #Damage #Damaged #StormDamage,,,,,
AUDITV2_0341,kerala_floods_2018,Are you aware who is incharge and status of red cross society of kerala state.,,,,,
AUDITV2_0342,canada_wildfires_2016,"Lake Mead at record low, California drops water rules, Alberta wildfire still spreading Via @westgov",,,,,
AUDITV2_0343,cyclone_idai_2019,RT @VaKarikoga: Dozens missing and two confirmed dead in Manicaland. Lets spare a prayer for our friends who are affected by #cycloneidai,,,,,
AUDITV2_0344,hurricane_dorian_2019,"More horrifying footage from inside the eye of Hurricane Dorian with deadly storm surge, everything shredded like a tornado damage path. Seems to be low clouds or haze in the eye",,,,,
AUDITV2_0345,kaikoura_earthquake_2016,@sethop can you assist with this? Are your folks okay?,,,,,
AUDITV2_0346,canada_wildfires_2016,Satellite images of #FortMcMurray before the wildfires - and now. A vast expanse of scorched earth.,,,,,
AUDITV2_0347,cyclone_idai_2019,"RT @Katazamhondoro: While zimbabweans donate wonderfully to the #CycloneIdai , this is unacceptable.",,,,,
AUDITV2_0348,cyclone_idai_2019,@fearnotsinnot @kudzie_sharara @DavidColtart @InfoMinZW There is and its all under control. We pray no life be lost. The damage of property and crops we cant avoid. We pray for safety of the people. So far Mozambique and Malawi 122 people have died from the same cyclone.,,,,,
AUDITV2_0349,hurricane_irma_2017,@BrittanyWallman Thanks. Be safe with family during the hurricane. Last thing I want is you to write a story abt a local man&amp; daughter helping flood victims.,,,,,
AUDITV2_0350,hurricane_florence_2018,"He says this on September 11, when Puerto Rico’s revised Maria death toll is nearly equivalent to the number of people who were murdered on this day 17 years ago.",,,,,
AUDITV2_0351,hurricane_harvey_2017,"As Tropical Storm Harvey’s Flooding Shatters Records that could last for Days, President",,,,,
AUDITV2_0352,kerala_floods_2018,I am currently going through a financial crisis due to natural disaster took place in Kerala. My house is in Kerala and its been damaged by flood. Total cost of damage is more than 4 Lakhs. @MaxLifeIns,,,,,
AUDITV2_0353,hurricane_dorian_2019,.@realDonaldTrump Im sending you thoughts and prayers that Dorian flattens your precious Mar-a-lagoand dont even try to file bogus insurance claims or use FEMA funds for it either. #HurricaneDorian2019,,,,,
AUDITV2_0354,california_wildfires_2018,"WOW these fires are costing people on so many levels  Loss of life and Homes , Jobs, Contracts , ETC , ETC, ETC Mother Nature please give California a break . Enough is Enough",,,,,
AUDITV2_0355,canada_wildfires_2016,"2,400 buildings lost in Fort McMurray wildfire. #YQL #SouthernAlberta #YMMFire",,,,,
AUDITV2_0356,kerala_floods_2018,"RT @PNSINGH131312: In Kerala,RSS terrorists seen preparing bombs for flood affected people.",,,,,
AUDITV2_0357,cyclone_idai_2019,"#CycloneIDAI If you are driving stay clear of trees, electricity poles and water points. Leave the car and quickly find secure shelter as vehicles can be easily blown away by the gushing winds.",,,,,
AUDITV2_0358,hurricane_maria_2017,Please keep the people of Puerto Rico in your thoughts and prayers as they recover from hurricane Maria. #FriarsWithPuertoRico,,,,,
AUDITV2_0359,hurricane_dorian_2019,"Gusts up to 220 MPH. #HurricaneDorian We need to create a rapid response capability for these storms: carriers following behind hurricanes, bringing food, medical assistance, water purification, solar and wind energy, shelter. A US and/or UN humanitarian effort. Adapt &amp; Assist.",,,,,
AUDITV2_0360,kaikoura_earthquake_2016,"@JamesonRolnik No water, sewage, phone, internet in Kaikoura. 2 people killed, NOT your family. Hope you hear from them soon #Kaikora #eqnz",,,,,
AUDITV2_0361,canada_wildfires_2016,@JustinTrudeau speaks on behalf of ailing Fort McMurrayians and declines foreign aid Worst guy.,,,,,
AUDITV2_0362,kerala_floods_2018,Fair chance this didnt make it to your Western newsfeed yet: The worst floods in a century killed dozens in the tourist state of #Kerala in #India. Rising water has stranded tens of thousands of people and forced the closure of one of airports. Source:,,,,,
AUDITV2_0363,kerala_floods_2018,"Assuring displaced people of timely relief, Smt. Ambani said, I salute the tireless efforts &amp; spirit of the people of Kerala. #RelianceFoundation is committed to support Kerala in this time of abject crisis.” #KeralaFloods #RFForKerala",,,,,
AUDITV2_0364,canada_wildfires_2016,".@Nickelback, @BlueRodeo, @dallassmith &amp; more to play Fire Aid - watch the live presser",,,,,
AUDITV2_0365,hurricane_dorian_2019,"RT @MattKlug33: I can see it now: Florida man shoots into hurricane, bullet returns and kills him”",,,,,
AUDITV2_0366,hurricane_dorian_2019,"For those who don’t know, Carissa is now in a new position (literally started today) working disaster response for PPM. As such, we have been watching #Dorian very closely. We have partners and friends in effected areas of the Bahamas, and it’s getting bad. Please pray with us!",,,,,
AUDITV2_0367,hurricane_irma_2017,"When its safe to go outside, report Irma damage here:  #chsnews",,,,,
AUDITV2_0368,hurricane_maria_2017,RT @CBSNewYork: Hurricane Maria regains strength back to Category 3 storm after leaving path of destruction in Puerto Rico,,,,,
AUDITV2_0369,hurricane_harvey_2017,President Trump in Texas: #HurricaneHarvey a Storm of ‘Epic Proportion’ #TexasStrong #PrayForTexas,,,,,
AUDITV2_0370,california_wildfires_2018,Check out this new story on NPR: Supercomputers Assist Firefighters In Evacuations As Wildfires Spread In California,,,,,
AUDITV2_0371,hurricane_maria_2017,"With the current state of emergency, lets make sure our hospitality industry does its part to protect our customers from price gouging.",,,,,
AUDITV2_0372,hurricane_harvey_2017,Fuckin Obama destroyed the military - we dont have war fightin monster trucks anymore. Don has to rebuild that too.,,,,,
AUDITV2_0373,hurricane_florence_2018,"CRAWLING. Tropical Storm #Florence is moving at 2 mph. Thats SLOWER than the average walking pace of a person, which is 3.1 mph. This near stall means no end anytime soon to the life-threatening flash flooding. #NCwx #SCwx",,,,,
AUDITV2_0374,hurricane_maria_2017,Disgustingly sad when a Nation screams for help that falls of deaf fucking ears since its not a protest or overpaid pansy asses kneeling,,,,,
AUDITV2_0375,cyclone_idai_2019,These young boys idea of fun in a #CycloneIdaiZW flooded river in Mutare rural expose them to serious risk of drowning. Perhaps not enough warnings have gone through even as the death toll from the #CycloneIdai continues to rise @KirstyCoventry #Chimanimani #Manicaland,,,,,
AUDITV2_0376,canada_wildfires_2016,RT @1SQ1: Think Fort McMurray wildfire damages are covered by home insurance?  #ymmfire #FortMcMurray,,,,,
AUDITV2_0377,hurricane_dorian_2019,Spoke with @Uber about potentially providing rides to displaced families &amp; residents in #OurCounty to shelters in case Hurricane #Dorian impacts #SoFla. Be mindful of future conditions; avoid any unsafe or flooded areas &amp; always heed the advice of state &amp; local officials.,,,,,
AUDITV2_0378,hurricane_irma_2017,130 earthquake since Saturday,,,,,
AUDITV2_0379,kaikoura_earthquake_2016,"RT @kkbelle: 100-year-old &amp; daughter-in-law rescued fro historic homestead rubble, but son didnt make it #eqnz  #e",,,,,
AUDITV2_0380,canada_wildfires_2016,Evacuees take devastatin,,,,,
AUDITV2_0381,hurricane_irma_2017,Hurricane Irma forced Anna Maria Island residents to evacuate. Now it’s time to assess the damage,,,,,
AUDITV2_0382,kaikoura_earthquake_2016,"@steviethedj Checking in on you Steve, everything ok since the earthquake? #eqnz",,,,,
AUDITV2_0383,hurricane_harvey_2017,Harvey actually isnt Trumps first relief test - NC was denied 99% of requested funds for rebuilding after Matthew,,,,,
AUDITV2_0384,hurricane_harvey_2017,#ExxonKnew storms like #Harvey were coming. #MakeExxonPayForHarveys $190 Billion destruction not American taxpayers,,,,,
AUDITV2_0385,california_wildfires_2018,Those poor evacuees cant catch a break.,,,,,
AUDITV2_0386,kaikoura_earthquake_2016,RT @radionz: Kaikoura - where at least one person has died - is emerging as one of the worst-affected areas.  #eqnz,,,,,
AUDITV2_0387,hurricane_maria_2017,We helped set up #CCRIF. The immediate payout of $19million will help #Dominica restore infrastructure in the aftermath of #HurricaneMaria,,,,,
AUDITV2_0388,kaikoura_earthquake_2016,"#NewZealand #earthquake update: Kaikoura and surrounds cut off, phones, power out across South Island and Wellington, two confirmed dead (1)",,,,,
AUDITV2_0389,kerala_floods_2018,This Onam is dedicated to thousands of souls who lost their life &amp; people who are displaced due to unprecedented flood disaster in Gods own country  Kerala  Wishing all strength &amp; will to re- settle themselves !!!,,,,,
AUDITV2_0390,california_wildfires_2018,"@CBSNews Rebuild burnt down California with more water power, cell phone looking towers but they spray water in circles to cover drought dry areas to prevent fires spreading they could mount their solar panels on them also to power pumps and other power needs",,,,,
AUDITV2_0391,hurricane_maria_2017,Have you lost your way to helping the people of #PuertoRicoStrong #USVIStrong @realDonaldTrump @POTUS!?! Please get help to avoid a catastrophe of a humanitarian crisis from happening to AMERICANS!! #HurricaneMaria,,,,,
AUDITV2_0392,kaikoura_earthquake_2016,"Anyone need photography, Ads, digital design for your business or nonprofit after #eqnz check out  trying to help #nz",,,,,
AUDITV2_0393,hurricane_florence_2018,Knoxville hotels prepare for Hurricane Florence evacuees,,,,,
AUDITV2_0394,kerala_floods_2018,"Hi! Everyone, I request you please dont forget to rescue poor #animals which stuck in floods of #Kerala ὤFὢ2 . . . . #SaveKerala #KeralaReliefFund",,,,,
AUDITV2_0395,california_wildfires_2018,RT @nowthisnews: Rain has extinguished most of Californias wildfires — but it comes with the risk of mudslides,,,,,
AUDITV2_0396,california_wildfires_2018,Authorities made public a list of 297 people still unaccounted for Wednesday night as they announced that the number of people who had been killed in the deadliest wildfire in California history had grown to 56. #CampFire,,,,,
AUDITV2_0397,canada_wildfires_2016,"@RentMainstreet Hi, I was wondering if you still have apartments available for Fort Mac wildfire victims with a family of five? Thank you!",,,,,
AUDITV2_0398,kerala_floods_2018,"I want all of you to know that you are not alone in this. We are all with you: Congress President @RahulGandhi to the flood affected families in Athani, Kerala. #RebuildingKerala",,,,,
AUDITV2_0399,hurricane_florence_2018,"The remnants of Florence will come through tonight and tomorrow. That doesn’t mean there will be a hurricane here. Localized (not widespread) flooding is possible because of heavy rain, so be weather aware! It’ll be breezy but not super windy. @wnpr",,,,,
AUDITV2_0400,kaikoura_earthquake_2016,RT @corinneambler: Some appreciative people out there #eqnz New Zealand Red Cross - Earthquake evacuees say Red Cross is wonderful,,,,,
AUDITV2_0401,hurricane_irma_2017,"urgent intervention needed in Desoto County FL. @DeSotoCountyEM refusing people w/service animals in shelters. Illegal, wrong, deadly #irma",,,,,
AUDITV2_0402,hurricane_harvey_2017,@ltgrusselhonore @CNN If you cant get to the Houston downtown to help try Kingwood/Humble area. The San Jacinto River is high and folks need help. #Harvey2017,,,,,
AUDITV2_0403,california_wildfires_2018,Right. Im sure that there is a long list of logging companies waiting to log chaparral shrublands and oak woodlands and grasslands. The most destructive and deadly fires in CA are NOT in forests. This is grossly irresponsible and uninformed.,,,,,
AUDITV2_0404,hurricane_irma_2017,I liked a @YouTube video  Death toll rises after powerful 8.1 quake strikes Mexico,,,,,
AUDITV2_0405,hurricane_dorian_2019,Pet friendly shelters Central Florida Google map via Pet Alliance of Greater #Orlando. Use it to help find pet friendly shelters in the area.  #Dorianflorida #HurricaneDorian2019 #HurricaneDorian #Dorian #Cat4 #FLPrepares #DisasterAssistTeam #DAT,,,,,
AUDITV2_0406,hurricane_maria_2017,"@CMaschera  Where do you even begin? I cant imagine the shock. Add to that no food or water, a nightmare.",,,,,
AUDITV2_0407,hurricane_florence_2018,Subway station reopened after 17 years a couple days ago at World Trade Center. The subway station on the grounds of the World Trade Center. It was destroyed in the attacks,,,,,
AUDITV2_0408,california_wildfires_2018,"First Responders Hit Hard by CA Wildfire: Its estimated that at least 90 first responders have lost their homes to the #CampFire in Butte County, and that tally is expected to rise. And they still continue to fight day after day to contain this fire.",,,,,
AUDITV2_0409,california_wildfires_2018,RT news6wkmg: Officials are warning residents already devastated by the deadliest and most destructive wildfire in the Californias history that rain arriving Wednesday could cause flash flooding and mudflows.,,,,,
AUDITV2_0410,kaikoura_earthquake_2016,RT @sunriseon7: At least two people have reportedly been killed following a powerful 7.5 magnitude earthquake in New Zealand.,,,,,
AUDITV2_0411,hurricane_irma_2017,#LITechNews: News Wrap: 2.5 million need aid after powerful Mexico earthquake #Electricity #Hurricane #Killed,,,,,
AUDITV2_0412,california_wildfires_2018,RT @ITDRC: See how ITDRC and @Googleorg are working together for #CaliforniaWildfires response and ways you can help.,,,,,
AUDITV2_0413,hurricane_harvey_2017,The @ASPCA is on the ground with water rescue teams ready to assist displaced animals affected by #Harvey. Help!,,,,,
AUDITV2_0414,hurricane_dorian_2019,#HurricaneDorian #25thAmendmentNow #LiarTrump No Dorian is NOT going to hit the state of AL. The orange con is probably setting up a fake scenario so he can make a false claim on fake Mar-A-Largo damage like he did in 2005.,,,,,
AUDITV2_0415,hurricane_dorian_2019,They are guarding the water at Publix #HurricaneDorian2019 #HurricaneDorian #Publix,,,,,
AUDITV2_0416,kerala_floods_2018,"Friends its urgent Food and clothes for women in changanacherry manjadikara camp. Time 5.58pm date 19-8-18 Contact sabu 9447596155, christy 7012366158, Zakhir 9946478500 Pls RT #KeralaFloodRelief #KeralaFloods #KeralaFlood #KeralaSOS #SOSKerala #Cochin",,,,,
AUDITV2_0417,kaikoura_earthquake_2016,Strong winds &amp; heavy rain on the way for Lower North &amp; Upper South - areas hit by #nzearthquake:  #eqnz #NewZealand,,,,,
AUDITV2_0418,hurricane_irma_2017,Please help me share this video!! #RoyallyScrewed by Royal Caribbean #HurricaneIrma #EnchantmentOfTheSeas,,,,,
AUDITV2_0419,california_wildfires_2018,"BBC News - Gerard Butler, Miley Cyrus: Stars homes destroyed by California wildfires",,,,,
AUDITV2_0420,cyclone_idai_2019,"#Idai victims buried in mass grave in Sussundenga, at least 60 missing – #Mozambique  #CycloneIdai #CicloneIdai",,,,,
AUDITV2_0421,california_wildfires_2018,"@BlueMoon7777 @adagioforstring @DevinNunes @ZeitTrash @Federalist So, if there was a carbon tax. seems California would have paid off the National Debt with the amount of forest fires (and carbons released) that they caused do to mismanagement of forests. Left wing radicals; sure you really want a carbon tax?",,,,,
AUDITV2_0422,hurricane_irma_2017,"PacificCove - Top story: Florida nursing home deaths: Investigations underway  , see more",,,,,
AUDITV2_0423,kerala_floods_2018,"Fun with the floods! RT @thatdoggonelady Heres a video of a puppy, Hobi, finding some joy in the middle of the #Keralafloods. (Story: The owners home in Allapphuzha is submerged so she is staying at a guest house where they allow pets.)..",,,,,
AUDITV2_0424,kerala_floods_2018,"Only last year, floods killed 500+ in Bihar. How many times was it mentioned by the MSM?  Nothing is more painful than seeing these absurd, anti national, regional chauvinists blatantly blaming the poorest state #KeralaFloods",,,,,
AUDITV2_0425,hurricane_irma_2017,Help us make a difference and #giveback to our community!  #TuesdayThoughts #florida #UCF #hurricaneirma,,,,,
AUDITV2_0426,hurricane_dorian_2019,State Farm teams head out to help hurricane victims  via @pantagraph #HurricaneDorian @CornBeltEnergy @StateFarm @MFBBloomington @RedCrossCSIL,,,,,
AUDITV2_0427,kerala_floods_2018,#UPDATE: 12 people have died between August 1 and September 3 in #Kerala from Leptospirosis. 372 confirmed cases of Leptospirosis have been reported since August 1. #KeralaFloods,,,,,
AUDITV2_0428,hurricane_florence_2018,You can help bring the light and hope of Jesus Christ to people in their darkest hours through the ministry of the Billy Graham Rapid Response Team during and after Hurricane Florence.,,,,,
AUDITV2_0429,hurricane_dorian_2019,"Two years ago, Hurricane Irma spawned tornados destroyed mobile homes throughout the county. This time, residents prepare and hope for the worst.",,,,,
AUDITV2_0430,cyclone_idai_2019,"#WARNING #ALERT #CycloneIdai DONATE WISELY, beware of thieves acting as good Samaritans. Follow donation information Only from reliable sources.",,,,,
AUDITV2_0431,hurricane_irma_2017,Busy day for Team Scott!! #HurricaneIrma relief. Stay safe Airmen!!,,,,,
AUDITV2_0432,kerala_floods_2018,"@saliltripathi @Ram_Guha Let the officials and politicians behind the rejection of Gadgil report in 2011 and land mafia pay Kerala flood relief cost. Illegal forest land acquisition behind Kerala floods, says ecologist Madhav Gadgil.",,,,,
AUDITV2_0433,hurricane_harvey_2017,RT @bustle: Hillary Clinton Reveals How You Can Make A Difference In Tng some of the #Harvey affected areas. We will rebuild &amp;amp; be even,,,,,
AUDITV2_0434,kaikoura_earthquake_2016,RT @WeatherWatchNZ: NO COOK STRAIT FERRIES - Due to #damage:,,,,,
AUDITV2_0435,california_wildfires_2018,"RT @KRCR7: If you have been impacted by the #CampFire, you can register for FEMA assistance.",,,,,
AUDITV2_0436,cyclone_idai_2019,"@DrNkuSibanda @ZimMediaReview Exposing your ignorance once again. So you wanted Govt to evacuate the whole of Manicaland Province since the path of #CycloneIdai wasnt clear and precise!! Govt warned people beforehand through the CPU, but u are choosing to turn a blind eye on that",,,,,
AUDITV2_0437,hurricane_maria_2017,RT @marla62096: OMFG..Trump is responsible for any and all deaths post Maria,,,,,
AUDITV2_0438,hurricane_dorian_2019,"This is aftermath from the Hurricane Weather Warfare Weapon they put together, designed for Maximum Flooding and Maximum Damage! God does not do this, he allows this! This was manufactured by the hand of Men who want full power and control of the planet.",,,,,
AUDITV2_0439,hurricane_maria_2017,@jeligon can you cover the damage done to my island of ἞9἟2 by hurricane Maria the whole island is devastated 47 dead and counting,,,,,
AUDITV2_0440,kaikoura_earthquake_2016,Just read the news and I didnt know there was an earthquake this morning! Didnt feel it but I think my cat did as he was hiding,,,,,
AUDITV2_0441,kaikoura_earthquake_2016,The following maps show the tsunami evacuation zones for coastal areas of the Wellington region.  #eqnz,,,,,
AUDITV2_0442,hurricane_maria_2017,Hurricane Maria evacuees are sheltering in Shreveport with more to come!,,,,,
AUDITV2_0443,kerala_floods_2018,#ONGCForKerala  deeply distressed and saddened by the tragic loss of lives and large scale damage to properties caused by the incessant rains that have been lashing the southern state for the past few days.,,,,,
AUDITV2_0444,cyclone_idai_2019,"1/5 WARD 12 Charleshood and Dombera 1) 15 people marooned at a higher ground, blown away by a landslide.Results unknown. 2)Mawenje lodge employees marooned in e mountains WARD 16 1) Houses destroyed in e following villages: Saziya, Merry waters, Nyabamba, Runhowani #CycloneIdai",,,,,
AUDITV2_0445,hurricane_harvey_2017,Why isnt the news reporting about this family? Still reporting only 4 deaths as of tonights world news,,,,,
AUDITV2_0446,hurricane_irma_2017,the fact that i can only take cold showers bc irma fucked up my water heater isnt so bad bc im already sweating to death from my broken A/C!,,,,,
AUDITV2_0447,cyclone_idai_2019,RT @TRF_Stories: The number of cholera cases has almost doubled in #Mozambique in the past 24 hours | #Humanitarian #CycloneIdai /,,,,,
AUDITV2_0448,hurricane_dorian_2019,"THREAD- URGENT Request: Hurricane Dorian is set to make landfall near Central and the South Florida area this weekend, there is still time to directly support some of the most vulnerable communities in these areas. (1)",,,,,
AUDITV2_0449,california_wildfires_2018,So where are our sex workers that have been in the wake of the giant camp fire wiping out neighborhoods? Are yall safe? Do you need extra resources or help? DM me please.,,,,,
AUDITV2_0450,kaikoura_earthquake_2016,Water damage inside 222 student hostel #eqnz,,,,,
AUDITV2_0451,cyclone_idai_2019,Surprisingly remnants of Cyclone Idai made huge damage in #Zimbabwe after large disaster in #Mozambique. It looks the communities in this part of the world are not used to this negative product of Climate Change #CycloneIdai #ClimateChange #ClimateResilience #Idai #Storm #Climate,,,,,
AUDITV2_0452,hurricane_maria_2017,"RT @alalejandro: Hey @Airbnb, would b nice if listed US homes can receive refugees/evacuees from #HurricaneMaria #PuertoRico needing temp h",,,,,
AUDITV2_0453,hurricane_maria_2017,Stay up-to-date with HurricaneMaria recovery efforts in PuertoRico.,,,,,
AUDITV2_0454,hurricane_dorian_2019,#BeverlyChallenge Update: @ResortTV1 is changing Friday Night Livestream to Epcot tonight &amp; will stream Beverly Challenge (previously scheduled for Saturday) tonight due to friends leaving early for Major Hurricane Dorian. All donations go to @GKTWVillage!,,,,,
AUDITV2_0455,hurricane_florence_2018,"INSIDE THE STORM| Drone shots show the entire town of Chinquapin, North Carolina, under water after Florence.",,,,,
AUDITV2_0456,california_wildfires_2018,thread NB: Every community has an evacuation plan. The devastion is the difference,,,,,
AUDITV2_0457,kaikoura_earthquake_2016,@SBSENZ My family was a recipient of @NZRedCross aid post #chch #eqnz Our claim had been fraudulently collected by a tenant. They sorted it.,,,,,
AUDITV2_0458,california_wildfires_2018,Team Coverage of destructive Camp Fire consuming hundreds of structures and causing at least five deaths as smoke chokes Bay Area (11-9-2018),,,,,
AUDITV2_0459,hurricane_harvey_2017,SE Texas evacuees bused to San Antonio after Beaumont closes two of its largest shelters #12NewsNowHarvey #Harvey,,,,,
AUDITV2_0460,hurricane_maria_2017,"3 days and food for 1 million people + 1 million gallons of water, FEMA reports.",,,,,
AUDITV2_0461,hurricane_maria_2017,Since we all seem to be in agreement on this WHY ARENT WE IMPEACHING HIM NOW BEFORE HE DOES ANYMORE GODDAMN DAMAGE???,,,,,
AUDITV2_0462,kerala_floods_2018,"Reality. 775 / 1,893 villages in Kerala affected by floods. Thats around 41%. Not entire state, as we were told. Read definition of affected, the actual impact would be 41% of the 41%. Mind you, these are far away from Mullaiperiyar dam. Do the math.",,,,,
AUDITV2_0463,hurricane_maria_2017,Our thoughts go out to those suffering from the latest disasters. This hits close to home #HurricaneMaria #PRstrong,,,,,
AUDITV2_0464,hurricane_maria_2017,@DavidBegnaud #Thankyou We contacted Drs. and March of Dimes to help the preemies &amp; their moms in the USA. #PuertoRico #HurricaneMaria,,,,,
AUDITV2_0465,cyclone_idai_2019,"Our @Yaxle is in Mozambique ἟2἟F, describing the vulnerable situation for thousands of people after the devastation of #CycloneIdai + how UNHCR emergency teams are helping.",,,,,
AUDITV2_0466,hurricane_harvey_2017,"PPL POSTING EVAC SOS 4 PT ARTHUR, #USCG OPERATORS THEY NEED FOLLOWING INFO 2 HELP PLZ RT #PortArthur #Beaumont #Harvey #Orangetx #Houston",,,,,
AUDITV2_0467,hurricane_dorian_2019,"@realDonaldTrump JFC, seriously? Focus, Boo. #Dorian is an still an active hurricane (but not in Ala-fucking-bama like you Tweeted). There’s 21 wounded victims from #OdessaShooting are still hanging onto their lives in hospitals. #Texas",,,,,
AUDITV2_0468,kaikoura_earthquake_2016,Retweeting in the hope that someone in #Kaikoura sees this. Help a kiwi out. #NZeq #eqNZ #earthquake #NewZealand #help #KaikouraQuake,,,,,
AUDITV2_0469,canada_wildfires_2016,Alberta health officials focusing on mental health assistance in wake of Fort McMurray wildfire: The   #health,,,,,
AUDITV2_0470,hurricane_maria_2017,"After Maria, hurricane-weary United States will get a breather #EVACUATIONS #NOW  Mandatory evacuations have been o",,,,,
AUDITV2_0471,kaikoura_earthquake_2016,RT @morgtait: A family with 2 young kids are tramping through a river + over a hill away from their #eqnz damaged house + cut-off community,,,,,
AUDITV2_0472,canada_wildfires_2016,RT @IBMer_CA: (3/3) Albertans can call 310-4455 for info and stay up to date on the Alberta Emergency Alert and Alberta Wildfire apps. #For,,,,,
AUDITV2_0473,cyclone_idai_2019,The rising stench of decomposing #CycloneIdai victims buried under debris at #Ngangu in #Chimanimani is now helping the recovery of bodies with residents saying sniffer dogs will quicken the pace of recovery of their missing relatives.  #NewsDayZim @HStvZim,,,,,
AUDITV2_0474,kaikoura_earthquake_2016,"82 earthquakes and counting in the past 2h15m, since the 7.5 hit near Hanmer springs #NewZealand #earthquake",,,,,
AUDITV2_0475,canada_wildfires_2016,RT @ACSTANews: Whole community pitched in to save all residents. Proud of our teachers @albertateachers @FMCSD,,,,,
AUDITV2_0476,cyclone_idai_2019,"1/9 2)Christina Pr Sch near Steinstroom sec sch on the Jopa copper road, is another district command rescue  serves the Risitu valley. This is the furthest that vehicles can access from Jopa to Risitu valley due to destroyed bridges.#CycloneIdai",,,,,
AUDITV2_0477,hurricane_irma_2017,The man has done it again!!! 🚨ALERT🚨 Trump is providing relief to rescue Americans in Cuba RT bc the media wont,,,,,
AUDITV2_0478,hurricane_florence_2018,I remember when our President used to be eloquent. Fucking hell we are dead people.,,,,,
AUDITV2_0479,cyclone_idai_2019,this story from @i_amten on a town struggling to find their loved ones in the rubble after #cycloneidai is heartbreakingggggg. pls read it,,,,,
AUDITV2_0480,kaikoura_earthquake_2016,"#NewZealand earthquake kills 2, strong aftershocks leave people stranded with no power, blocked roads #nzearthquake",,,,,
AUDITV2_0481,hurricane_maria_2017,What is being done to help the 3.5 million Americans in Puerto Rico? They are in danger and need our government to help!,,,,,
AUDITV2_0482,kerala_floods_2018,".@eshagupta2811 makes an earnest appeal to everyone to help #Kerala and please helpNow!!! More stars, influencers must come forward and relentlessly try and create awareness since the National media doesnt realise their responsibility!!! #keralafloods",,,,,
AUDITV2_0483,canada_wildfires_2016,A ban on open fires has been expanded in Saskatchewan including area north of Churchill River. #sask #yxe #wildfire,,,,,
AUDITV2_0484,kerala_floods_2018,Flood affected Kerala will see contributions coming in from #100PipersPlayForACause,,,,,
AUDITV2_0485,hurricane_florence_2018,Sea level rise can certainly make the difference in whether or not hurricane waters surmount coastal dunes and come flooding into communities The timing of the surge with the tide is enormously important - we might dodge the bullet if Florence,,,,,
AUDITV2_0486,hurricane_florence_2018,Drone Footage Shows South Carolina Highway Damaged by Hurricane Florence Flooding: ▶  #Florence,,,,,
AUDITV2_0487,cyclone_idai_2019,"We fear hundreds are missing after #CycloneIdai left a trail of destruction across Mozambique, Malawi and Zimbabwe. We’re helping families find their missing loved ones. Search our site in English and Portuguese:",,,,,
AUDITV2_0488,kaikoura_earthquake_2016,"RT @Rachel_Smalley: Geonet revises earthquake size - 7.5, 15km deep, 15km north-east of Culverden.#eqnz",,,,,
AUDITV2_0489,hurricane_dorian_2019,"SpaceX knew what the possibilities were when they started building in the open. Will #Starship get to shelter? Minimal personnel was on site at 6:30 tonight. With this track, launch pads and Cape infrastructure will be tested and the fleet is again in the path. #Dorian",,,,,
AUDITV2_0490,hurricane_dorian_2019,@realDonaldTrump @DebraMessing 5 people were killed in Texas as well as many were injured and youre worried about what Debra Messing. And price in Florida are waiting as #HurricaneDorian is going to destroy their homes. You should have gone to Poland.,,,,,
AUDITV2_0491,kerala_floods_2018,"RT @BJPLive: PM Modi arrives in Kochi for aerial survey of Kerala flood-affected areas, death toll crosses 200.  #BJ",,,,,
AUDITV2_0492,hurricane_irma_2017,"Humanitarian aid : 7 years after the 2010 earthquake, who remains displaced?  #news",,,,,
