review_priority,annotation_id,event,tweet_id,tweet_text,humaid_label,gpt4o_label,gpt4o_confidence,humaid_gpt4o_agree,researcher_first_pass,claude,gemini,grok,model_consensus_type,model_top_label,model_top_count,researcher_ambiguous,claude_ambiguous,gemini_ambiguous,grok_ambiguous,human_review_status,final_primary_label,review_action,review_notes
P3_model_split,AUDITV2_0436,cyclone_idai_2019,1108289942990540800,"@DrNkuSibanda @ZimMediaReview Exposing your ignorance once again. So you wanted Govt to evacuate the whole of Manicaland Province since the path of #CycloneIdai wasnt clear and precise!! Govt warned people beforehand through the CPU, but u are choosing to turn a blind eye on that",displaced_people_and_evacuations,caution_and_advice,0.8,no,caution_and_advice,caution_and_advice,other_relevant_information,other_relevant_information,2_2_tie,,2,yes,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0443,kerala_floods_2018,1035857300219559936,#ONGCForKerala  deeply distressed and saddened by the tragic loss of lives and large scale damage to properties caused by the incessant rains that have been lashing the southern state for the past few days.,infrastructure_and_utility_damage,sympathy_and_support,0.95,no,sympathy_and_support,injured_or_dead_people,sympathy_and_support,injured_or_dead_people,2_2_tie,,2,no,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0444,cyclone_idai_2019,1107194590128496641,"1/5 WARD 12 Charleshood and Dombera 1) 15 people marooned at a higher ground, blown away by a landslide.Results unknown. 2)Mawenje lodge employees marooned in e mountains WARD 16 1) Houses destroyed in e following villages: Saziya, Merry waters, Nyabamba, Runhowani #CycloneIdai",infrastructure_and_utility_damage,displaced_people_and_evacuations,0.9,no,displaced_people_and_evacuations,missing_or_found_people,requests_or_urgent_needs,missing_or_found_people,2_1_1,missing_or_found_people,2,yes,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0447,cyclone_idai_2019,1112460938710532097,RT @TRF_Stories: The number of cholera cases has almost doubled in #Mozambique in the past 24 hours | #Humanitarian #CycloneIdai /,caution_and_advice,other_relevant_information,0.85,no,caution_and_advice,other_relevant_information,injured_or_dead_people,injured_or_dead_people,2_1_1,injured_or_dead_people,2,yes,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0449,california_wildfires_2018,1066462789093507072,So where are our sex workers that have been in the wake of the giant camp fire wiping out neighborhoods? Are yall safe? Do you need extra resources or help? DM me please.,requests_or_urgent_needs,requests_or_urgent_needs,0.85,yes,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2_2_tie,,2,no,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0467,hurricane_dorian_2019,1168330791950045185,"@realDonaldTrump JFC, seriously? Focus, Boo. #Dorian is an still an active hurricane (but not in Ala-fucking-bama like you Tweeted). There’s 21 wounded victims from #OdessaShooting are still hanging onto their lives in hospitals. #Texas",other_relevant_information,injured_or_dead_people,0.9,no,not_humanitarian,caution_and_advice,other_relevant_information,other_relevant_information,2_1_1,other_relevant_information,2,no,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0473,cyclone_idai_2019,1110857978230370304,The rising stench of decomposing #CycloneIdai victims buried under debris at #Ngangu in #Chimanimani is now helping the recovery of bodies with residents saying sniffer dogs will quicken the pace of recovery of their missing relatives.  #NewsDayZim @HStvZim,injured_or_dead_people,missing_or_found_people,0.9,no,missing_or_found_people,missing_or_found_people,injured_or_dead_people,injured_or_dead_people,2_2_tie,,2,no,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0489,hurricane_dorian_2019,1167575719355899905,"SpaceX knew what the possibilities were when they started building in the open. Will #Starship get to shelter? Minimal personnel was on site at 6:30 tonight. With this track, launch pads and Cape infrastructure will be tested and the fleet is again in the path. #Dorian",other_relevant_information,infrastructure_and_utility_damage,0.8,no,caution_and_advice,other_relevant_information,infrastructure_and_utility_damage,caution_and_advice,2_1_1,caution_and_advice,2,yes,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0495,cyclone_idai_2019,1108232687066800130,RT @africaupdates: Mozambique needs help. So many people dead from the Cyclone. @AU_PSD @UN,requests_or_urgent_needs,requests_or_urgent_needs,0.9,yes,requests_or_urgent_needs,requests_or_urgent_needs,injured_or_dead_people,injured_or_dead_people,2_2_tie,,2,no,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0497,hurricane_harvey_2017,901760366035787776,Yall Houston is facing dangerous flooding right now. I have friends moving into their attics to escape the water. #Harvey #Houston,caution_and_advice,displaced_people_and_evacuations,0.95,no,caution_and_advice,requests_or_urgent_needs,displaced_people_and_evacuations,infrastructure_and_utility_damage,all_different,,1,no,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0498,canada_wildfires_2016,729745306129063936,"Keep thoughts, prayers and donations coming, but no need for help for putting out the fires asap? WTF? #ymm",sympathy_and_support,sympathy_and_support,0.85,yes,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,sympathy_and_support,2_1_1,rescue_volunteering_or_donation_effort,2,yes,yes,yes,yes,pending,,,
P3_model_split,AUDITV2_0500,canada_wildfires_2016,729340540626472960,Tinder dry forests &amp; high winds are making things very difficult! Hats off to all those fighting these fires!,sympathy_and_support,sympathy_and_support,0.85,yes,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,sympathy_and_support,sympathy_and_support,2_2_tie,,2,yes,yes,no,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0002,cyclone_idai_2019,1107716280449200129,Every death from a predictable disaster like a cyclone that was known weeks in advance is a terrible indictment of our leadership. And just how did we end up with a higher death toll than Mozambique where the cyclone affected densely populated areas and also hit hardest?,injured_or_dead_people,injured_or_dead_people,0.8,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people,4_of_4,injured_or_dead_people,4,no,yes,yes,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0003,hurricane_maria_2017,910541254739451904,"Listen: Locals Describe Hurricane Maria’s Damage in Dominica - With no power, phones or internet, Dominica",infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.95,yes,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,4_of_4,infrastructure_and_utility_damage,4,no,no,no,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0004,kaikoura_earthquake_2016,798308294020317185,Military planes and ships sent to quake-affected areas  #eqnz,rescue_volunteering_or_donation_effort,other_relevant_information,0.85,no,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,4_of_4,rescue_volunteering_or_donation_effort,4,no,no,no,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0005,hurricane_florence_2018,1039546405709377537,"We have the power to prevent tragedy and strengthen communities. Send much-needed supplies before UPS, FedEx &amp; USPS stop delivering to the Carolinas:  #hurricaneflorence #buildmaroonage @msbritt_305",rescue_volunteering_or_donation_effort,requests_or_urgent_needs,0.9,no,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,4_of_4,rescue_volunteering_or_donation_effort,4,no,no,no,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0006,kaikoura_earthquake_2016,797898486830145537,Didnt feel it. Thoughts with those who were affected #eqnz,sympathy_and_support,sympathy_and_support,0.95,yes,sympathy_and_support,sympathy_and_support,sympathy_and_support,sympathy_and_support,4_of_4,sympathy_and_support,4,no,no,no,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0007,hurricane_florence_2018,1039565286670786560,"What do you expect, same thing with Puerto rico! where almost 3,000 people died because they have brown skin! Not worthy for him!",injured_or_dead_people,injured_or_dead_people,0.85,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people,4_of_4,injured_or_dead_people,4,no,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0008,canada_wildfires_2016,729772213184827392,That is terrible. We need help to contain and stop the fire from spreading.,requests_or_urgent_needs,requests_or_urgent_needs,0.85,yes,requests_or_urgent_needs,requests_or_urgent_needs,requests_or_urgent_needs,requests_or_urgent_needs,4_of_4,requests_or_urgent_needs,4,no,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0010,hurricane_harvey_2017,902702713716269056,"Hey guys, Ive lost everything in #HurricaneHarvey and need help, please spread and donate if you can",requests_or_urgent_needs,requests_or_urgent_needs,0.95,yes,requests_or_urgent_needs,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3_of_4,requests_or_urgent_needs,3,no,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0011,kaikoura_earthquake_2016,797877882840199168,"Aftershocks coming thick and fast. Havent felt anything here in Dunedin, yet. #eqnz",other_relevant_information,other_relevant_information,0.85,yes,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,4_of_4,other_relevant_information,4,no,yes,no,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0012,kerala_floods_2018,1032508794578788352,"Dear Sir @CMOKerala @vijayanpinarayi @chennithala We never got advance warning of flooding in our colony in #Kochi. Our calls to local councillor were met with the reply - nothing to worry. Finally, when flood waters rose at night, we evacuated our homes. #KeralaFloods #Kerala",displaced_people_and_evacuations,displaced_people_and_evacuations,0.9,yes,displaced_people_and_evacuations,displaced_people_and_evacuations,displaced_people_and_evacuations,displaced_people_and_evacuations,4_of_4,displaced_people_and_evacuations,4,no,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0013,hurricane_harvey_2017,902854736847757313,"Historic flooding, rising death toll, homes decimated and some wanker decides its a good time to induce racial hostilities.",injured_or_dead_people,infrastructure_and_utility_damage,0.8,no,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people,4_of_4,injured_or_dead_people,4,yes,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0014,hurricane_florence_2018,1039532484021690368,its saving the paper towels for hurricane Florence aid. A whole case of them!,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,0.85,yes,not_humanitarian,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,3_of_4,rescue_volunteering_or_donation_effort,3,yes,no,yes,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0016,cyclone_idai_2019,1108323952844328961,Dear Zimbabwean political cheerleaders squads. When donations come they are for victims of #CycloneIdai. They have nothing to do with your useless political parties. Stop bragging about your politicians role in sourcing any donations. Munonyadzisa manhi. Dzidzai kunyarara.,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,0.85,yes,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,other_relevant_information,3_of_4,rescue_volunteering_or_donation_effort,3,no,yes,yes,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0020,hurricane_irma_2017,908312243787501569,"In #Haiti #Irma comes on heels of 3 yrs of drought, #HurricaneMatthew, compounding food insecurity, #displacement",displaced_people_and_evacuations,other_relevant_information,0.85,no,displaced_people_and_evacuations,displaced_people_and_evacuations,displaced_people_and_evacuations,other_relevant_information,3_of_4,displaced_people_and_evacuations,3,no,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0022,hurricane_dorian_2019,1167536312179744768,"The Great Labor Day Hurricane of 1935 killed about 500 people, among them were 259 World War I vets who were constructing the Overseas Highway and residing in government camps.",injured_or_dead_people,injured_or_dead_people,0.9,yes,not_humanitarian,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people,3_of_4,injured_or_dead_people,3,yes,yes,no,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0023,canada_wildfires_2016,729799049688190976,RT @FVine: Calgary Construction Association #CCAbuilds is donating $100k from our Building Reserve Fund to Fort McMurray Wildfire relief #y,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,0.95,yes,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,4_of_4,rescue_volunteering_or_donation_effort,4,no,no,no,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0026,cyclone_idai_2019,1110399947449516035,"Cyclone Idai killed hundreds of people in Southern Africa. At least 600,000 people are in need of aid. Due to cultural bias and #PsychicNumbing, the event is not getting attention in western media.",injured_or_dead_people,injured_or_dead_people,0.8,yes,injured_or_dead_people,requests_or_urgent_needs,injured_or_dead_people,injured_or_dead_people,3_of_4,injured_or_dead_people,3,yes,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0029,hurricane_florence_2018,1040187489938558977,"My only issue w/ these weather channel people is they need to stop acting like a hurricane is a thinking being. Should as well stop naming them ffs. Also, WE are the ones living in their path. Not the other way around. #Florence #HurricaneFlorence2018",not_humanitarian,not_humanitarian,0.95,yes,not_humanitarian,not_humanitarian,not_humanitarian,other_relevant_information,3_of_4,not_humanitarian,3,no,yes,no,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0030,kerala_floods_2018,1030780265998647297,"@CMOTamilNadu after going around flood damaged areas, its clear that Kerala needs abundance of fuel,vegetables, and a larger team of doctors, which have in greater number. Pls do the needful.",requests_or_urgent_needs,requests_or_urgent_needs,0.95,yes,requests_or_urgent_needs,requests_or_urgent_needs,requests_or_urgent_needs,requests_or_urgent_needs,4_of_4,requests_or_urgent_needs,4,no,no,no,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0032,california_wildfires_2018,1063420171707142145,"RT @WFLA: SAD UPDATE: 631 missing after North California #wildfires, death toll hits 63.",missing_or_found_people,missing_or_found_people,0.95,yes,missing_or_found_people,missing_or_found_people,missing_or_found_people,injured_or_dead_people,3_of_4,missing_or_found_people,3,no,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0034,canada_wildfires_2016,729496366137933824,Alberta Wildfire Update – May 8 2016: A pink car remains among the ruins of destroyed,infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.85,yes,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,4_of_4,infrastructure_and_utility_damage,4,no,no,no,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0036,california_wildfires_2018,1065305263111094274,"Rain in California means relief from wildfires -- but it is about to cause a bunch of new problems, complicating efforts to locate hundreds of missing people:  via @thinkprogress",missing_or_found_people,missing_or_found_people,0.9,yes,missing_or_found_people,missing_or_found_people,missing_or_found_people,other_relevant_information,3_of_4,missing_or_found_people,3,yes,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0037,hurricane_florence_2018,1042021918675804162,"8.5 TRILLION gallons of water fell on North Carolina during #Florence. 1 gallon = 8.34 pounds That’s 35,445,000,000 TONS of water.",other_relevant_information,other_relevant_information,0.85,yes,other_relevant_information,other_relevant_information,other_relevant_information,other_relevant_information,4_of_4,other_relevant_information,4,no,no,no,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0040,california_wildfires_2018,1061256452541726721,"jfc he’s threatening to cut funding for forest management, that’s his response to an entire town being destroyed and a quarter of a million people being evacuated",displaced_people_and_evacuations,displaced_people_and_evacuations,0.85,yes,displaced_people_and_evacuations,displaced_people_and_evacuations,displaced_people_and_evacuations,displaced_people_and_evacuations,4_of_4,displaced_people_and_evacuations,4,yes,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0041,california_wildfires_2018,1065482587882176513,"Hear from 2 of the over 2,500 prisoner firefighters on the front lines in #California after a 24 hour shift. Theyre paid just $1 an hour to risk their lives fighting the #wildfires . #CampFire",rescue_volunteering_or_donation_effort,other_relevant_information,0.85,no,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,4_of_4,rescue_volunteering_or_donation_effort,4,no,yes,no,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0042,kerala_floods_2018,1030888886896128001,Red Alert issued for all 14 districts of Kerala. First time in the history 33 out of 39 dams opened. Flood and landslides in many places. Death reached 42. Very heavy Rains still continues in Kerala ! #PrayForKerala,caution_and_advice,injured_or_dead_people,0.9,no,caution_and_advice,caution_and_advice,caution_and_advice,injured_or_dead_people,3_of_4,caution_and_advice,3,yes,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0046,hurricane_florence_2018,1041634754351783936,In #TheMorningNews at 6:32: Crash kills motorcyclist; Ciminelli leaves; Dems want delay on SCOTUS nominee; #Florence.,not_humanitarian,injured_or_dead_people,0.9,no,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,4_of_4,not_humanitarian,4,no,yes,no,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0047,canada_wildfires_2016,730051986465263617,We dont need the help with the fireswe need the help now with food shelter and other necessities for these people,requests_or_urgent_needs,requests_or_urgent_needs,0.95,yes,requests_or_urgent_needs,requests_or_urgent_needs,requests_or_urgent_needs,requests_or_urgent_needs,4_of_4,requests_or_urgent_needs,4,no,no,no,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0050,cyclone_idai_2019,1110478293550149632,"Food ἳD Shelter Ἵ8️ Knowing your family are safe ❤️ Over a million lives have been devastated by Cyclone Idai. Hundreds are missing. Families across #Mozambique, #Zimbabwe and #Malawi are separated. We are helping them find each other again:",missing_or_found_people,rescue_volunteering_or_donation_effort,0.9,no,missing_or_found_people,missing_or_found_people,missing_or_found_people,missing_or_found_people,4_of_4,missing_or_found_people,4,no,yes,no,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0051,california_wildfires_2018,1065388745648680966,Please continue to spread the word! People still in tents with flooding rains coming. Please pray for the health and safety of everyone affected by California wildfires! @TazKHC @FEMA @RepTedLieu #campfire #californiawildfires,sympathy_and_support,sympathy_and_support,0.85,yes,sympathy_and_support,displaced_people_and_evacuations,sympathy_and_support,sympathy_and_support,3_of_4,sympathy_and_support,3,yes,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0052,hurricane_irma_2017,907587426704662529,"Returned home from #HurricaneIrma yesterday. Some damage, but cant complain. My home itself is dry and with power. #Grateful #photo",infrastructure_and_utility_damage,not_humanitarian,0.85,no,infrastructure_and_utility_damage,other_relevant_information,infrastructure_and_utility_damage,infrastructure_and_utility_damage,3_of_4,infrastructure_and_utility_damage,3,yes,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0053,kaikoura_earthquake_2016,771533533584035840,Powerful 7.1 magnitude earthquake jolts New Zealand; prompts temporary evacuation in coast,displaced_people_and_evacuations,displaced_people_and_evacuations,0.95,yes,displaced_people_and_evacuations,displaced_people_and_evacuations,displaced_people_and_evacuations,displaced_people_and_evacuations,4_of_4,displaced_people_and_evacuations,4,no,no,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0058,hurricane_florence_2018,1041610020205543424,"Hot Coffee needed in The Carolinas, NC SC Please, help to send some coffee. #HurricaneFlorence #coffee #WilmingtonNC #WrightsvilleBeachNC",requests_or_urgent_needs,requests_or_urgent_needs,0.85,yes,requests_or_urgent_needs,requests_or_urgent_needs,requests_or_urgent_needs,requests_or_urgent_needs,4_of_4,requests_or_urgent_needs,4,no,yes,no,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0060,kaikoura_earthquake_2016,798733022501580800,"Heres a quick rundown of what our team can do to help you. Please call anytime, day or night. 0800 777 846. #eqnz",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,0.85,yes,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,4_of_4,rescue_volunteering_or_donation_effort,4,no,yes,no,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0061,hurricane_harvey_2017,903491827138945028,Pray and consider how you can help! Hurricane Harvey,sympathy_and_support,sympathy_and_support,0.85,yes,sympathy_and_support,rescue_volunteering_or_donation_effort,sympathy_and_support,sympathy_and_support,3_of_4,sympathy_and_support,3,yes,yes,no,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0063,hurricane_irma_2017,908798099656654848,"@BikeManStream Wish it would rain here, forest fires for days, plus I love a heavy rain.",not_humanitarian,not_humanitarian,0.95,yes,not_humanitarian,not_humanitarian,not_humanitarian,not_humanitarian,4_of_4,not_humanitarian,4,no,no,no,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0065,hurricane_harvey_2017,903424703251062784,#Houston school district will give students 3 free meals a day for an entire year in wake of #Harvey flooding:,rescue_volunteering_or_donation_effort,other_relevant_information,0.85,no,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,4_of_4,rescue_volunteering_or_donation_effort,4,no,no,no,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0067,kaikoura_earthquake_2016,798283345171869696,Most we know of are reporting relatively moderate damage. One did say they broke a glass in their tasting room however!,infrastructure_and_utility_damage,not_humanitarian,0.95,no,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,4_of_4,infrastructure_and_utility_damage,4,no,no,yes,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0068,hurricane_irma_2017,908791319430094849,"After Irma: Florida agriculture losses widespread, billions in damage - The Palm Beach Post #Drpecon",infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.9,yes,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,4_of_4,infrastructure_and_utility_damage,4,no,yes,no,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0069,hurricane_dorian_2019,1167866227529674753,We stand in prayer for those areas in the path of Hurricane Dorian. Especially our members and friends in central Florida. We stand ready to support in any way we can. One family one church. #myccc,sympathy_and_support,sympathy_and_support,0.9,yes,sympathy_and_support,sympathy_and_support,sympathy_and_support,sympathy_and_support,4_of_4,sympathy_and_support,4,no,yes,yes,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0071,hurricane_harvey_2017,903365850937380864,UIL creating waivers for players displaced by Harvey.,displaced_people_and_evacuations,displaced_people_and_evacuations,0.85,yes,displaced_people_and_evacuations,displaced_people_and_evacuations,displaced_people_and_evacuations,other_relevant_information,3_of_4,displaced_people_and_evacuations,3,no,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0072,hurricane_dorian_2019,1168269628482740229,We hope everyone affected by Hurricane Dorian are staying safe! We’ll be looking into ways we can help following the storm. Let us know if you already know something we should be looking into! #besafe #hurricanedorian #storms #hurricane #helpingothers,sympathy_and_support,rescue_volunteering_or_donation_effort,0.85,no,sympathy_and_support,sympathy_and_support,sympathy_and_support,sympathy_and_support,4_of_4,sympathy_and_support,4,yes,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0073,hurricane_dorian_2019,1167614212518109186,Just filed this story: Space Coast beachside evacuation ordered ahead of Hurricane Dorian @Florida_Today @USATODAY,displaced_people_and_evacuations,displaced_people_and_evacuations,0.95,yes,displaced_people_and_evacuations,caution_and_advice,displaced_people_and_evacuations,displaced_people_and_evacuations,3_of_4,displaced_people_and_evacuations,3,no,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0074,hurricane_irma_2017,909447424191602688,"RT @PoloSandovalCNN: #BREAKING: A new threat is churning in the Atlantic, prompting weather watches in areas hit by Irma.",caution_and_advice,caution_and_advice,0.85,yes,caution_and_advice,caution_and_advice,caution_and_advice,caution_and_advice,4_of_4,caution_and_advice,4,no,no,no,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0075,hurricane_florence_2018,1040079882766745601,"I have to say the thoughts and prayers work I was worried earlier today but after checking 11:20 PM tonight I saw this about Florence. Thank positive @ Conway, South Carolina",sympathy_and_support,sympathy_and_support,0.85,yes,sympathy_and_support,sympathy_and_support,sympathy_and_support,sympathy_and_support,4_of_4,sympathy_and_support,4,no,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0077,kerala_floods_2018,1037043127587037184,"#KolkataBridgeCollapse #MajherhatBridge Hearts broken news. What happening in country? First 19 August Kerala flood and now broke the beach (MajherhatBridge). Please God save, those people now facing a problem.ὢ2",sympathy_and_support,sympathy_and_support,0.85,yes,sympathy_and_support,sympathy_and_support,sympathy_and_support,injured_or_dead_people,3_of_4,sympathy_and_support,3,yes,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0080,kerala_floods_2018,1031736808365645825,Mahesh anna small request kerala flood relief u gives 25 lacks i gues minimum 5 cr iam not happy tamil hero vijay gives 14 cr plz sir give 5 cr i proud to tell all heros fan to ur donetion,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,0.85,no,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,4_of_4,rescue_volunteering_or_donation_effort,4,no,yes,no,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0082,hurricane_florence_2018,1039507004677611520,Hurricane Florence is gunning down where we live. Where would be a good place to evacuate my family need help for 2 nights @HelpforHeroes @fema @RedCross @ABC @TheDCUniverse @MarvelStudios,requests_or_urgent_needs,requests_or_urgent_needs,0.95,yes,requests_or_urgent_needs,requests_or_urgent_needs,requests_or_urgent_needs,requests_or_urgent_needs,4_of_4,requests_or_urgent_needs,4,no,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0084,hurricane_maria_2017,912218577532370944,#HurricaneMaria is still churning towards the East Coast #weather,caution_and_advice,not_humanitarian,0.95,no,other_relevant_information,caution_and_advice,caution_and_advice,caution_and_advice,3_of_4,caution_and_advice,3,yes,yes,yes,no,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0089,canada_wildfires_2016,729875009565396992,"Dear Russia, mexico and USA .. Please invade and help us anyway. We DO need the extra assistance in #ymmfire",requests_or_urgent_needs,requests_or_urgent_needs,0.85,yes,requests_or_urgent_needs,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3_of_4,requests_or_urgent_needs,3,no,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0091,hurricane_maria_2017,913854641019981824,The actual number of deaths following the devastating hurricane is not being reported by the government,injured_or_dead_people,injured_or_dead_people,0.85,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people,4_of_4,injured_or_dead_people,4,yes,yes,yes,yes,pending,,,
P4_strong_model_consensus_matches_HumAID,AUDITV2_0094,hurricane_dorian_2019,1168247978416660480,@bc_philanthropy @Drea_dawn78 I live in a camper and need help getting a generator before Dorian hits land. Any help appreciated. $Gabrat66. Can send proof,requests_or_urgent_needs,requests_or_urgent_needs,0.95,yes,requests_or_urgent_needs,requests_or_urgent_needs,requests_or_urgent_needs,requests_or_urgent_needs,4_of_4,requests_or_urgent_needs,4,no,no,yes,no,pending,,,
