annotation_id,event,tweet_id,tweet_text,humaid_label,gpt4o_label,gpt4o_confidence,humaid_gpt4o_agree,researcher_first_pass_primary,researcher_first_pass_secondary,researcher_first_pass_confidence,researcher_first_pass_ambiguous,researcher_first_pass_reason,claude_primary,claude_secondary,claude_confidence,claude_ambiguous,claude_reason,gemini_primary,gemini_secondary,gemini_confidence,gemini_ambiguous,gemini_reason,grok_primary,grok_secondary,grok_confidence,grok_ambiguous,grok_reason
AUDITV2_0237,hurricane_maria_2017,912427282983215105,"Call your Senators, we must approve an aid package tonight! Not in 2/3 weeks, people are dying right now. We can stop that",injured_or_dead_people,requests_or_urgent_needs,0.9,no,rescue_volunteering_or_donation_effort,injured_or_dead_people,3,no,Calls for immediate approval of an aid package because people are dying.,rescue_volunteering_or_donation_effort,injured_or_dead_people,2,yes,Urges calling senators to approve an aid package immediately.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Urges citizens to call senators to approve an immediate emergency disaster aid package.,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,2,yes,Must approve aid package people are dying right now.
AUDITV2_0238,california_wildfires_2018,1064541351033925632,"RT @BadassTeachersA: They drove through hell. Without these educators, the death toll would have been even higher. These communities htt",injured_or_dead_people,sympathy_and_support,0.8,no,rescue_volunteering_or_donation_effort,injured_or_dead_people,2,yes,Credits educators with saving lives and reducing the wildfire death toll.,rescue_volunteering_or_donation_effort,injured_or_dead_people,2,yes,Praises educators' rescue efforts that reduced the death toll.,sympathy_and_support,injured_or_dead_people,2,yes,Praises educators whose actions prevented higher death tolls during evacuation.,rescue_volunteering_or_donation_effort,injured_or_dead_people,2,yes,Educators drove through hell death toll would have been higher.
AUDITV2_0239,canada_wildfires_2016,728831267353956352,@FDNY Please help with with the Fort McMurray wildfire #FortMacFire #FortMcMurray #ymm #ymmfire #AlbertaStrong,requests_or_urgent_needs,requests_or_urgent_needs,0.9,yes,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Directly asks FDNY to help with the wildfire.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Direct appeal asking a fire department for wildfire help.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Appeals to FDNY to provide assistance for the Fort McMurray wildfire.,requests_or_urgent_needs,,3,no,Please help with the Fort McMurray wildfire.
AUDITV2_0240,kerala_floods_2018,1033580204550225920,"#Keralafloods | @arunjei goes looking for the stories he has grown up with in Vazhathope, his village in Idukki district that has borne the brunt of the floods, and finds a river at peace amidst the wreckage all around",infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.8,yes,infrastructure_and_utility_damage,other_relevant_information,2,yes,Describes flood-hit village and widespread wreckage.,other_relevant_information,infrastructure_and_utility_damage,2,yes,Human interest piece on a village amid flood wreckage.,other_relevant_information,infrastructure_and_utility_damage,3,no,Journalistic narrative describing flood aftermath and wreckage in village.,other_relevant_information,,3,no,Looking for stories in flood affected village.
AUDITV2_0241,cyclone_idai_2019,1108207826911014912,"#Mozambique at #Buzi bridge /River at #Espungabera area on Saturday 16/3 river flooded after heavy rain in Zimbabwe-Mozambique sides due to #CycloneIdai - on way to Beira water has taken away lives, displaced thousands and wrecked havoc",displaced_people_and_evacuations,displaced_people_and_evacuations,0.8,yes,displaced_people_and_evacuations,injured_or_dead_people,2,yes,"Reports deaths, thousands displaced and severe cyclone flooding.",displaced_people_and_evacuations,injured_or_dead_people,1,yes,Reports flooding took lives and displaced thousands en route to Beira.,injured_or_dead_people,displaced_people_and_evacuations,2,yes,Reports flooded river taking lives and displacing thousands in Mozambique.,infrastructure_and_utility_damage,,3,no,Bridge river flooded after heavy rain.
AUDITV2_0243,kaikoura_earthquake_2016,797910166473580544,Tankers will be refilling the reservoirs but this will only keep up with drinking supply. U will need to continue conserving water 2/2 #eqnz,requests_or_urgent_needs,caution_and_advice,0.95,no,caution_and_advice,requests_or_urgent_needs,3,no,Explains limited drinking-water supply and tells residents to conserve water.,caution_and_advice,infrastructure_and_utility_damage,2,yes,Advises continued water conservation while tankers refill reservoirs.,caution_and_advice,infrastructure_and_utility_damage,2,yes,Advises conserving water as tankers refill drinking reservoirs after quake.,caution_and_advice,infrastructure_and_utility_damage,2,yes,Tankers refilling reservoirs continue conserve.
AUDITV2_0244,hurricane_irma_2017,908932288590876672,"Hurricane Irma’s ‘unsung heroes’: Amid chaos, school workers kept shelters running",rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,0.9,no,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,School workers kept emergency shelters operating during Irma.,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,2,yes,Praises school workers who kept hurricane shelters running.,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,Praises school workers for keeping emergency hurricane shelters operating.,rescue_volunteering_or_donation_effort,,3,no,School workers kept shelters running unsung heroes.
AUDITV2_0247,hurricane_dorian_2019,1167983868915453952,I helped out a homeless man when we was in need during Hurricane Dorian. I gave him some money for some food. I hope I helped him out and that his life gets better for him. Heres the link to the video;,rescue_volunteering_or_donation_effort,sympathy_and_support,0.85,no,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Describes personally giving money for food to someone in need during Dorian.,rescue_volunteering_or_donation_effort,,3,no,Personal account of giving money to a homeless man during the storm.,rescue_volunteering_or_donation_effort,sympathy_and_support,3,no,Individual shares video of giving money and food to a homeless person during Dorian.,rescue_volunteering_or_donation_effort,,3,no,Helped homeless man during Dorian gave money for food.
AUDITV2_0248,cyclone_idai_2019,1110754565517922304,Many families have been separated or lost contact during #CycloneIdai. We’re training volunteers to be able to assist families affected by #CycloneIdai in #Mozambique to search for their relatives and restore #familylinks.,rescue_volunteering_or_donation_effort,missing_or_found_people,0.9,no,missing_or_found_people,rescue_volunteering_or_donation_effort,3,no,Volunteers are trained to locate separated relatives and restore family links.,missing_or_found_people,rescue_volunteering_or_donation_effort,2,yes,Describes training volunteers to help separated families find relatives.,missing_or_found_people,rescue_volunteering_or_donation_effort,2,yes,Describes training volunteers to search for separated relatives and restore family links.,missing_or_found_people,rescue_volunteering_or_donation_effort,2,yes,Families separated or lost contact training volunteers to assist.
AUDITV2_0250,hurricane_irma_2017,909429611313770497,Thank you God for keeping me #Grounded and #Humble ὤFἿB During our last #Irma Evacuation I,displaced_people_and_evacuations,sympathy_and_support,0.8,no,sympathy_and_support,displaced_people_and_evacuations,1,yes,"Gratitude after an Irma evacuation, but the tweet is truncated.",other_relevant_information,displaced_people_and_evacuations,2,yes,Personal reflection referencing a past hurricane evacuation experience.,sympathy_and_support,displaced_people_and_evacuations,2,yes,Expresses personal gratitude to God during hurricane evacuation.,sympathy_and_support,displaced_people_and_evacuations,2,yes,Thank God for keeping grounded during last Irma evacuation.
AUDITV2_0251,hurricane_maria_2017,913773519464484864,Congresswoman Debbie Wasserman-Schultz meets with Puerto Rican business leaders in Broward about #HurricaneMaria relief @nbc6,other_relevant_information,other_relevant_information,0.85,yes,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Business leaders and a congresswoman meet about Hurricane Maria relief.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Official meets business leaders to discuss hurricane relief.,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Reports congresswoman meeting with business leaders regarding Puerto Rico relief.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Congresswoman meets with business leaders about Hurricane Maria relief.
AUDITV2_0252,hurricane_maria_2017,914677378579869697,RT @DominicaGirl: Hurricane Maria destroyed my country! Ppl have died and many are injured. The only hospital was damaged. Patients in need,infrastructure_and_utility_damage,injured_or_dead_people,0.9,no,requests_or_urgent_needs,infrastructure_and_utility_damage,2,yes,"Reports hospital damage, deaths/injuries and patients needing help.",injured_or_dead_people,infrastructure_and_utility_damage,1,yes,"Reports deaths and injuries alongside hospital damage, patients in need.",injured_or_dead_people,infrastructure_and_utility_damage,2,yes,Reports deaths injuries and damaged hospital following Hurricane Maria in Dominica.,injured_or_dead_people,infrastructure_and_utility_damage,2,yes,Maria destroyed country people died injured only hospital damaged patients in need.
AUDITV2_0253,kerala_floods_2018,1032882440522493953,#BREAKING : #KeralaFloods case: #SupremeCourt orders to maintain water level at 139.99 feet in #MullaperiyarDam till August 31. #WeForNews,caution_and_advice,caution_and_advice,0.85,yes,caution_and_advice,other_relevant_information,3,no,Court order sets a dam water-level limit during Kerala flooding.,caution_and_advice,infrastructure_and_utility_damage,2,yes,Court orders a specific dam water level to be maintained.,other_relevant_information,caution_and_advice,3,no,Reports Supreme Court order setting water levels in Mullaperiyar Dam.,caution_and_advice,other_relevant_information,2,yes,Supreme Court orders maintain water level in Mullaperiyar Dam.
AUDITV2_0254,hurricane_maria_2017,914108319882731520,WATCH LIVE: @FEMA and #DoD officials provide an update on #HurricaneMaria relief efforts at 8:30 a.m. EDT on .,other_relevant_information,other_relevant_information,0.85,yes,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Announces an official update on FEMA and DoD relief efforts.,rescue_volunteering_or_donation_effort,,3,no,Officials to provide a live update on hurricane relief efforts.,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Announces live broadcast of FEMA and DoD briefing on hurricane relief efforts.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,FEMA and DoD officials provide update on Maria relief efforts.
AUDITV2_0255,hurricane_irma_2017,908656495700709376,We have a senior adult couple that sustained heavy flood damage to their home who has some needs today: moving,infrastructure_and_utility_damage,requests_or_urgent_needs,0.9,no,requests_or_urgent_needs,infrastructure_and_utility_damage,2,yes,Flood-damaged senior couple is explicitly described as having immediate needs.,requests_or_urgent_needs,infrastructure_and_utility_damage,2,yes,Describes a specific household with flood damage needing help moving.,requests_or_urgent_needs,infrastructure_and_utility_damage,3,no,Identifies urgent moving and assistance needs for an elderly flood-affected couple.,requests_or_urgent_needs,infrastructure_and_utility_damage,2,yes,Senior couple sustained heavy flood damage has some needs today moving.
AUDITV2_0257,hurricane_irma_2017,908040433892302848,Headline is BS! They rescinded aid because they now need it for their own country not because of Trump. Read the article!,requests_or_urgent_needs,not_humanitarian,0.95,no,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Commentary disputes why disaster aid was rescinded.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Clarifies the real reason behind a country's aid decision.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Debates reasons behind rescinded disaster aid from Mexico.,other_relevant_information,,3,no,Critique of headline about rescinding aid.
AUDITV2_0258,hurricane_florence_2018,1041674459990634496,RT @10thCAB: #PSA from the #FAA: Understand that the airspace is actively being used for rescue efforts and must be kept clear to ensure the safety of crews and potentially the individuals on board who may be receiving medical attention. #HurricaneFlorence,other_relevant_information,caution_and_advice,0.95,no,caution_and_advice,rescue_volunteering_or_donation_effort,3,no,FAA safety notice tells people to keep rescue airspace clear.,caution_and_advice,,3,no,Safety advisory to keep airspace clear for active rescue efforts.,caution_and_advice,rescue_volunteering_or_donation_effort,3,no,Advises keeping airspace clear for medical and rescue operations.,caution_and_advice,rescue_volunteering_or_donation_effort,2,yes,PSA airspace used for rescue efforts must be kept clear for safety.
AUDITV2_0259,hurricane_maria_2017,912179437809967104,The people devastated by #HurricaneMaria in Puerto Rico need your help. They are Americans too! Wtf is wrong with you?! #FakePresident,sympathy_and_support,sympathy_and_support,0.85,yes,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Directly states devastated Puerto Rico residents need help.,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,2,yes,States the devastated people of Puerto Rico need help.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Demands disaster relief aid and attention for devastated Puerto Rico.,requests_or_urgent_needs,sympathy_and_support,2,yes,People devastated by Maria need your help they are Americans too.
AUDITV2_0261,canada_wildfires_2016,728684267639873538,"Smelling Smoke in #BdnMB today? It would seem the wind has brought some of that Wildfire smoke our way, no air quality warning yet. #Smoke",caution_and_advice,other_relevant_information,0.85,no,caution_and_advice,other_relevant_information,2,yes,Reports wildfire smoke affecting another area and notes no air-quality warning yet.,other_relevant_information,caution_and_advice,2,yes,Notes wildfire smoke reaching an area with no air quality warning yet.,caution_and_advice,other_relevant_information,3,no,Notes wildfire smoke presence in town and mentions air quality status.,other_relevant_information,caution_and_advice,2,yes,Smelling smoke from wildfire no air quality warning yet.
AUDITV2_0262,canada_wildfires_2016,728564187740315648,@MusicForRelief hey we could use some of your relief up here in Fort McMurray Alberta to help the evacuees of the wildfireὡE #ymmfire,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,0.95,no,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Direct appeal for relief to help wildfire evacuees.,rescue_volunteering_or_donation_effort,,3,no,Requests relief assistance to help wildfire evacuees.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Appeals to charity organization to send wildfire relief to evacuees.,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,2,yes,Could use some of your relief to help the evacuees of the wildfire.
AUDITV2_0264,hurricane_florence_2018,1039880303240798209,RT @1sportsfanatic: List Of Hurricane Florence Pet Friendly Shelters,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,0.9,no,displaced_people_and_evacuations,,3,no,Provides a list of pet-friendly Florence shelters.,displaced_people_and_evacuations,caution_and_advice,2,yes,Shares a list of pet-friendly shelters for evacuees.,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,3,no,Shares directory listing pet-friendly evacuation shelters for Hurricane Florence.,displaced_people_and_evacuations,other_relevant_information,2,yes,List of Hurricane Florence pet friendly shelters.
AUDITV2_0266,hurricane_maria_2017,913102655303688194,"Learn from our children. Slowly but surely Puerto Rico will be Back!!! Hurricane Maria Adios, now back to work!!!",not_humanitarian,not_humanitarian,0.9,yes,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Encouraging recovery message urges Puerto Rico back to work.,sympathy_and_support,other_relevant_information,2,yes,Hopeful resilience message without a concrete aid action.,sympathy_and_support,other_relevant_information,3,no,Expresses encouragement and resolve that Puerto Rico will recover and rebuild.,sympathy_and_support,other_relevant_information,2,yes,Learn from children Puerto Rico will be back now back to work.
AUDITV2_0267,kerala_floods_2018,1035097537491947520,#KeralaFloods : Why #dams cannot control #devastating floods #HTAnalysis by,infrastructure_and_utility_damage,not_humanitarian,0.9,no,other_relevant_information,infrastructure_and_utility_damage,2,yes,Analysis about dams and flood control during Kerala flooding.,other_relevant_information,,3,no,Analysis piece on why dams can't control severe floods.,other_relevant_information,infrastructure_and_utility_damage,3,no,Analysis discussing why dams cannot control devastating flood events.,other_relevant_information,,3,no,Analysis why dams cannot control devastating floods.
AUDITV2_0268,hurricane_irma_2017,908428715474001921,Water being dropped fighting the fire in the Arcata Community forest. Follow the Lumberjack for more information.,rescue_volunteering_or_donation_effort,other_relevant_information,0.8,no,not_humanitarian,,3,no,Describes an Arcata forest fire unrelated to Hurricane Irma.,rescue_volunteering_or_donation_effort,,3,no,Describes water drops fighting the forest fire.,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Reports water drops by aircraft to suppress community forest fire.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Water being dropped fighting the fire in Arcata Community forest.
AUDITV2_0270,hurricane_florence_2018,1042004335608193024,Rivers Keep Rising and More Deaths Are Feared as #Florence Pushes Away,injured_or_dead_people,injured_or_dead_people,0.85,yes,caution_and_advice,injured_or_dead_people,2,yes,Warns rivers continue rising and further deaths are feared.,injured_or_dead_people,infrastructure_and_utility_damage,2,yes,Warns more deaths are feared as rivers keep rising.,injured_or_dead_people,caution_and_advice,2,yes,Reports rising river levels and fears of additional fatalities from Florence.,injured_or_dead_people,infrastructure_and_utility_damage,2,yes,Rivers keep rising and more deaths are feared as Florence pushes away.
AUDITV2_0272,california_wildfires_2018,1061380659258699776,"As the Camp Fire closed in, teachers, aides and bus drivers quickly loaded more than 100 school students into cars and school buses, driving hours through smoke and flames to safely reunite the children with their families.",rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,0.95,no,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,Educators evacuated more than 100 students to safety and reunited families.,rescue_volunteering_or_donation_effort,,3,no,School staff evacuate students to safety and reunite them with families.,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,2,yes,Describes school staff evacuating over 100 children through wildfire flames to safety.,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,2,yes,Teachers aides bus drivers loaded students drove through smoke flames to reunite families.
AUDITV2_0276,hurricane_harvey_2017,902648899856420865,"Also praying for the 1,200 dead and 16 million displaced in Bangladesh, India and Nepal. A disaster almost completely unreported.",sympathy_and_support,injured_or_dead_people,0.9,no,not_humanitarian,sympathy_and_support,2,yes,"Prayers concern South Asia flooding, not Hurricane Harvey.",injured_or_dead_people,displaced_people_and_evacuations,1,yes,Cites death and displacement figures from an unreported disaster elsewhere.,sympathy_and_support,injured_or_dead_people,2,yes,"Offers prayers for 1,200 dead and 16 million displaced in South Asian floods.",injured_or_dead_people,displaced_people_and_evacuations,2,yes,Praying for 1200 dead and 16 million displaced in Bangladesh India Nepal.
AUDITV2_0278,hurricane_florence_2018,1039889246541234177,All Hurricane Florence Evacuation Orders State by State | The Weather Channel,displaced_people_and_evacuations,displaced_people_and_evacuations,0.95,yes,displaced_people_and_evacuations,caution_and_advice,3,no,Compilation of Florence evacuation orders.,caution_and_advice,displaced_people_and_evacuations,2,yes,Compiles evacuation orders by state ahead of the hurricane.,displaced_people_and_evacuations,caution_and_advice,2,yes,Aggregates state-by-state mandatory and voluntary hurricane evacuation orders.,displaced_people_and_evacuations,caution_and_advice,2,yes,All Hurricane Florence evacuation orders state by state.
AUDITV2_0279,california_wildfires_2018,1064794508485951489,"@PeterHi32200905 Please dont help idiots like this spread nonsense. Any wildland firefighter, like me, will tell you that most wildland fires are extinguished by purposefully set backfires. Theres not enough water in California to put these fires out. You must burn the fuel in their path.",caution_and_advice,other_relevant_information,0.85,no,caution_and_advice,other_relevant_information,3,no,Explains wildfire suppression by backfires and counters misinformation.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Explains technical firefighting methods used against wildfires.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Explains wildland firefighting techniques using controlled backfires.,other_relevant_information,caution_and_advice,2,yes,Most wildland fires extinguished by purposefully set backfires not enough water.
AUDITV2_0280,hurricane_florence_2018,1040556871894138882,Calling out all hotel chains. For those evacuating #HurricaneFlorence should be allowed to bring their pets. Rules need to be bent in an emergency situation #animallivesmatter FEMA should make it a law.,displaced_people_and_evacuations,requests_or_urgent_needs,0.85,no,displaced_people_and_evacuations,caution_and_advice,3,no,Advocates pet accommodations for people evacuating Florence.,requests_or_urgent_needs,displaced_people_and_evacuations,1,yes,Advocates that hotels/FEMA accommodate pets for evacuating residents.,displaced_people_and_evacuations,caution_and_advice,2,yes,Advocates that hotels accommodate evacuees with pets during disasters.,caution_and_advice,displaced_people_and_evacuations,2,yes,Hotel chains should allow pets for those evacuating Florence.
AUDITV2_0281,hurricane_florence_2018,1042062606746492934,"@TWCAlexWallace @weatherchannel My niece &amp; nephew-in-law lost everything from Florence. They live in Jacksonville, NC. If anyone can spare a few bucks to help that would be great. They are newly weds. Their car was parked outside of their apartment too. Sucks.",requests_or_urgent_needs,requests_or_urgent_needs,0.95,yes,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,3,no,Direct donation appeal for relatives who lost everything to Florence.,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,2,yes,Personal appeal for donations to help relatives who lost everything.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,2,yes,Appeals for financial assistance for newlyweds who lost everything in Florence.,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,2,yes,Niece nephew lost everything if anyone can spare a few bucks to help.
AUDITV2_0282,cyclone_idai_2019,1108275778679115777,"The prophet in me tells me someone, somewhere is already stealing the #CycloneIdai donations. Vamwe vanhu denga avapinde sure. @mhlanga_micheal @mawarirechypo @keithmoyoZW @mafortyzw",not_humanitarian,not_humanitarian,0.9,yes,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Speculates about theft of Cyclone Idai donations.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Alleges theft of cyclone relief donations.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Warns against corruption and theft of Cyclone Idai humanitarian donations.,other_relevant_information,,3,no,Suspicion someone is already stealing Cyclone Idai donations.
AUDITV2_0284,hurricane_harvey_2017,902740703591022592,#Houston wasnt the only city devastated by #Harvey. Use your energy to help us rather than spread toxicity.,other_relevant_information,rescue_volunteering_or_donation_effort,0.85,no,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,2,yes,Urges people to help other Harvey-devastated communities.,other_relevant_information,requests_or_urgent_needs,2,yes,Notes other cities were also devastated and asks for constructive help.,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Urges constructive support for multiple cities devastated by Hurricane Harvey.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Houston wasnt only city use energy to help rather than spread toxicity.
AUDITV2_0285,hurricane_irma_2017,907147945849622528,2:30 AM: Irma will continue to track up the FL Peninsula with gradual weakening. The Wiregrass will see persistent rain &amp; breezy conditions.,other_relevant_information,caution_and_advice,0.85,no,caution_and_advice,other_relevant_information,3,no,"Forecast update describes Irma's track, rain and wind conditions.",caution_and_advice,other_relevant_information,2,yes,Technical forecast update on the storm's track and expected conditions.,caution_and_advice,other_relevant_information,3,no,Meteorological forecast advising of persistent rain and breezy conditions.,caution_and_advice,other_relevant_information,2,yes,Irma will continue track up FL Peninsula gradual weakening persistent rain.
AUDITV2_0290,hurricane_harvey_2017,902844622761799680,Our hearts go out to those affected by #HurricaneHarvey in Port Arthur/Beaumont as victims are still trapped in their homes. Help is needed.,sympathy_and_support,requests_or_urgent_needs,0.9,no,requests_or_urgent_needs,sympathy_and_support,3,no,States victims remain trapped and explicitly says help is needed.,requests_or_urgent_needs,sympathy_and_support,2,yes,Reports victims trapped in homes and states help is needed.,requests_or_urgent_needs,sympathy_and_support,2,yes,Highlights urgent need for help for victims trapped in their homes.,sympathy_and_support,requests_or_urgent_needs,2,yes,Hearts go out victims still trapped help is needed.
AUDITV2_0291,hurricane_dorian_2019,1168209477448978435,Fuck all this hurricane bullshit where the fuck are the food stamps at sweetieee ᾒ3὞3 #foodstamps #HurricaneDorian #hurricanequestions #memesespanol #explorepage,not_humanitarian,requests_or_urgent_needs,0.8,no,not_humanitarian,,3,no,Meme-like complaint about food stamps with hurricane hashtags.,requests_or_urgent_needs,not_humanitarian,1,yes,"Frustrated, meme-styled complaint about delayed food stamp benefits.",not_humanitarian,other_relevant_information,3,no,Meme/humor commentary using disaster hashtag without disaster information.,requests_or_urgent_needs,not_humanitarian,2,yes,Where are the food stamps during hurricane.
AUDITV2_0292,hurricane_dorian_2019,1167817612673409024,Stay safe everyone. I hope damage is minimal,infrastructure_and_utility_damage,sympathy_and_support,0.85,no,sympathy_and_support,caution_and_advice,3,no,Safety wish and hope for minimal damage.,sympathy_and_support,caution_and_advice,2,yes,Well-wish hoping damage is minimal and people stay safe.,sympathy_and_support,infrastructure_and_utility_damage,3,no,Wishes safety for everyone and hopes property damage remains minimal.,sympathy_and_support,,3,no,Stay safe everyone hope damage is minimal.
AUDITV2_0293,hurricane_dorian_2019,1167556667485118465,"Hi Thunder Family, If you are still in need of hurricane supplies go check out Academy Sports+Outdoors on Colonial Dr. They have water, charcoal and other supplies you might need. Here are the latest updates on Hurricane Dorian 08/30/2019 1700",requests_or_urgent_needs,requests_or_urgent_needs,0.85,yes,caution_and_advice,requests_or_urgent_needs,3,no,Directs people needing hurricane supplies to a store with available essentials.,caution_and_advice,other_relevant_information,2,yes,Points people to a store still stocking needed hurricane supplies.,rescue_volunteering_or_donation_effort,caution_and_advice,2,yes,Directs community to local store stocked with hurricane supplies and water.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,If still in need of supplies check Academy they have water charcoal.
AUDITV2_0294,hurricane_dorian_2019,1168295082820165632,"I lived through Andrew and have vivid memories of going outside during the eye and seeing the damage already done, and then going back out after the back end came through.",infrastructure_and_utility_damage,infrastructure_and_utility_damage,0.85,yes,infrastructure_and_utility_damage,other_relevant_information,2,yes,Personal recollection of observing Hurricane Andrew damage.,infrastructure_and_utility_damage,other_relevant_information,2,yes,Personal historical recollection of damage witnessed during a past hurricane.,not_humanitarian,other_relevant_information,2,yes,Personal historical anecdote about a past hurricane without current disaster information.,other_relevant_information,infrastructure_and_utility_damage,2,yes,Lived through Andrew vivid memories of damage during and after eye.
AUDITV2_0295,cyclone_idai_2019,1116061917230116864,There is concern at the likelihood of diseases such as cholera and malaria spreading after #CycloneIdai. Please pray.,sympathy_and_support,sympathy_and_support,0.85,yes,caution_and_advice,sympathy_and_support,2,yes,Warns of post-cyclone disease risks and asks for prayer.,caution_and_advice,sympathy_and_support,2,yes,Warns of disease outbreak risk following the cyclone.,sympathy_and_support,caution_and_advice,2,yes,Requests prayers regarding risks of cholera and malaria following cyclone.,caution_and_advice,sympathy_and_support,2,yes,Concern diseases cholera malaria spreading after Idai please pray.
AUDITV2_0299,hurricane_florence_2018,1041220974522314752,RT:(@LissetteCBS4) RT @WeatherProf: Here’s the hit on @CBSThisMorning today  #climatechange #Florence @mmfa @ClimateCentral @ClimateComms @ColumbiaCS @earthinstitute #severeflooding #floods #nopower #nowater #doncasterisgreat #tweetmaster #AtSocialM,other_relevant_information,infrastructure_and_utility_damage,0.85,no,infrastructure_and_utility_damage,other_relevant_information,2,yes,"Hashtags indicate severe flooding, power and water loss in Florence discussion.",infrastructure_and_utility_damage,other_relevant_information,2,yes,Hashtags cite no power and no water amid climate change framing.,infrastructure_and_utility_damage,other_relevant_information,2,yes,Reports morning news coverage of severe flooding power outages and water outages.,other_relevant_information,infrastructure_and_utility_damage,2,yes,Climate change Florence severe flooding no power no water.
AUDITV2_0300,hurricane_harvey_2017,902857913076776960,"High prices = high demand vs the cost of supply in current market conditions, and the immediate need for additional supply or an alternative",requests_or_urgent_needs,not_humanitarian,0.95,no,other_relevant_information,requests_or_urgent_needs,1,yes,Generic supply-and-demand commentary references immediate need but lacks crisis context.,other_relevant_information,requests_or_urgent_needs,2,yes,Commentary on supply and demand economics amid the disaster.,not_humanitarian,other_relevant_information,2,yes,Theoretical commentary on supply and demand market dynamics during shortage.,other_relevant_information,,3,no,Economic comment on high prices demand supply after Harvey.
AUDITV2_0301,kaikoura_earthquake_2016,797794743082053632,"If you live on low lying ground within 1km of the coast, evacuate #chch #newzealand #christchurch #tsunami #nz #earthquake #eqnz",displaced_people_and_evacuations,caution_and_advice,0.95,no,caution_and_advice,displaced_people_and_evacuations,3,no,Explicitly tells low-lying coastal residents to evacuate.,caution_and_advice,,3,no,Explicit instruction to evacuate low-lying coastal ground.,caution_and_advice,displaced_people_and_evacuations,3,no,Explicit instruction directing coastal low-lying residents to evacuate for tsunami.,caution_and_advice,displaced_people_and_evacuations,2,yes,If you live on low lying ground within 1km of coast evacuate.
AUDITV2_0302,hurricane_harvey_2017,903593940707934208,Hurricane Harvey has totally destroyed Houston and they really need our help! i am asking all my,infrastructure_and_utility_damage,requests_or_urgent_needs,0.85,no,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Says destroyed Houston urgently needs help and begins an appeal.,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,2,yes,Claims the city was totally destroyed and asks for help (message cut off).,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,3,no,Appeals to followers for assistance following widespread destruction in Houston.,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,2,yes,Harvey totally destroyed Houston they really need our help.
